ngoId,ngoName,orgEmail,officePhone,primaryPoc,primaryPocPhone,secondaryPoc,secondaryPocPhone,mailingAddress,physicalAddress,fieldOffices,orgType,orgWebsite,websiteIsValid,facebook,twitter,iInstagram,youtube,whatsapp,otherSocials,scrapeSource,executiveDirector,technicalSupport,chairmanName,chairmanMobile,chairmanEmail,viceChairmanName,viceChairmanMobile,viceChairmanEmail,secretaryName,secretaryMobile,secretaryEmail,assistantSecretaryName,assistantSecretaryMobile,assistantSecretaryEmail
3d56f112-867a-345a-9c38-d13ecfb04483,Aarambh Trust,info@aarambh.org,+91 22 27680965,,,,,"33-B, Gitanjali, Sector 17, Vashi, Mumbai 400703. Maharashtra ","33-B, Gitanjali, Sector 17, Vashi, Mumbai 400703. Maharashtra ",,,www.aarambh.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
836df269-d715-3d28-b3ac-573544a66069,Aarth-Astha,aarth.helpline@gmail.com,+91 11 26449026,,,,,"Basti Vikas Kendra, Bal Mukund Khand, Giri Nagar, Kalkaji, New Delhi 110019. Delhi ","Basti Vikas Kendra, Bal Mukund Khand, Giri Nagar, Kalkaji, New Delhi 110019. Delhi ",,,www.asthaindia.in,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
58ad0a17-4cf9-3d32-8026-19e888ea8915,Action For Agricultural Renewal In Maharashtra  (Afarm),admin@afarm.org,"+91 20 24264641, +91 20 2428302",,,,,"2/23 A-B Raisoni Park, Market Yard, Pune 411 037. Maharashtra ","2/23 A-B Raisoni Park, Market Yard, Pune 411 037. Maharashtra ",,,www.afarm.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
000694c8-0bc3-3632-83d7-789fb6e55c6d,Abhiprerna Foundation,"info@abhiprernafoundation.org, abhiprerna@gmail.com",+91 9319041049,,,,,"126-A, New Haridwar Colony, Ranipur More, Haridwar 249401. Uttarakhand ","126-A, New Haridwar Colony, Ranipur More, Haridwar 249401. Uttarakhand ",,,www.abhiprernafoundation.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
3c6526cd-cf86-3e36-baaf-ffc272481a9b,Abhinav Samaj,abhinavsamaj2010@gmail.com,+91 11 25371724,,,,,"R-10, R. Block, Old Uttam Nagar, New Delhi 110059. Delhi ","R-10, R. Block, Old Uttam Nagar, New Delhi 110059. Delhi ",,,www.abhinavsamaj.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
6732fbb7-ccb4-3722-b1ac-30c7febfc763,Yuva Urban Initiatives,info@yuiindia.org,+91 022 2756 0990,,,,,"YUVA Centre, Sector 7, Plot No. 23, Kharghar, Navi Mumbai, Mumbai 410210. Maharashtra ","YUVA Centre, Sector 7, Plot No. 23, Kharghar, Navi Mumbai, Mumbai 410210. Maharashtra ",,,yuvaurbaninitiatives.wordpress.com,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
7924f82e-5db5-32fd-a508-f51bee0ab2c1,Youth For Unity And Voluntary Action (Yuva),shaila.t@yuvaindia.org,+91 91-22-2774 0990,,,,,"YUVA Center, Sector 7, Plot No. 23, Kharghar, Navi Mumbai 410210. Maharashtra ","YUVA Center, Sector 7, Plot No. 23, Kharghar, Navi Mumbai 410210. Maharashtra ",,,http://www.yuvaindia.org/,True,,,,,,,helpyourngo,,,,,,,,,,,,,,
8b18b011-b0a9-3657-8c5b-441c54c944bc,Yusuf Memorial Trust,info@ymtindia.org,+91 674 2495576,,,,,"At - Routrapur, PO - Kalapada, Cuttack 752040. Orissa ","At - Routrapur, PO - Kalapada, Cuttack 752040. Orissa ",,,www.ymtindia.co.in,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
31c44f87-cb6c-3215-b5de-96ebc5558b28,Yuva Rural Association,info@yraindia.org,+91 712 2743974; +91 712 2743972; +91 712 2743986,,,,,"Datir Building, Plot No. 23, New Amar Nagar, Chikali Road, Manewada Ring Road, Nagpur 440034. Maharashtra ","Datir Building, Plot No. 23, New Amar Nagar, Chikali Road, Manewada Ring Road, Nagpur 440034. Maharashtra ",,,www.yraindia.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
d3e92a18-94d5-33eb-b6cb-23a3d16bd17c,Yashodhan Education Trust,yashodhan_school@yahoo.co.in,+91 22 25885437,,,,,"Shastri Nagar No. 2, Near Pipeline, Pokharan Rd. No.1, Opp. N. G. Vihar, Thane 400606. Maharashtra ","Shastri Nagar No. 2, Near Pipeline, Pokharan Rd. No.1, Opp. N. G. Vihar, Thane 400606. Maharashtra ",,,www.yetschool.com,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
30b0df25-ca75-347d-bf09-395ae8e6ce8a,Youth For Social Development (Ysd),ysdbam@gmail.com; info@ysdindia.org,+91 0680 3205464,,,,,"6th Lane, Medical Bank Colony, Bapuji Nagar,
Ganjam, Brahmapur 760 004. Orissa ","6th Lane, Medical Bank Colony, Bapuji Nagar,
Ganjam, Brahmapur 760 004. Orissa ",,,www.ysdindia.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
91517919-b549-31cd-9539-51bbc0db0960,World Without Obstacles,wwoindia@gmail.com,+91 11 22017706,,,,,"H - 5, Garhwali Mohalla, Opp. Hanuman Mandir, Laxmi Nagar, Delhi 110092. Delhi ","H - 5, Garhwali Mohalla, Opp. Hanuman Mandir, Laxmi Nagar, Delhi 110092. Delhi ",,,www.worldwithoutobstacles.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
449f2c03-f806-3c38-b4e8-a32a56d3a159,Wise Men Civic Welfare Association,wisemencivicwelfareassociation@gmail.com,+91 9000994894,,,,,"31-1, Kothaveedhi, Narsipatnam, Visakhapatnam 531116. Andhra Pradesh ","31-1, Kothaveedhi, Narsipatnam, Visakhapatnam 531116. Andhra Pradesh ",,,wisemenngo.in,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
72ffde49-f7ef-39f3-b089-b10618625803,Women'S Emancipation And Development Trust (Wed Trust),info@wedtrustindia.org,+91 4552 243210,,,,,"Gandhi Nagar, Chellampatti, Madurai 625566. Tamil Nadu ","Gandhi Nagar, Chellampatti, Madurai 625566. Tamil Nadu ",,,www.wedtrustindia.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
919188d0-4472-3777-96ac-d2fd1f166ee8,Vrutti,bala@vrutti.org,+91 9480990870,,,,,"#36, Ground Floor, Boopasandra Main Road, 
Vinayaka Layout, Bengaluru 560094. Karnataka ","#36, Ground Floor, Boopasandra Main Road, 
Vinayaka Layout, Bengaluru 560094. Karnataka ",,,www.vrutti.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
4bc9c5a8-a88a-3ce9-81ae-769ef4ab74f1,Womenweave Charitable Trust,info@womenweave.org,+91 9424619469,,,,,"WomenWeave Charitable Trust, Gadikhana, Maheshwar 451224. Madhya Pradesh ","WomenWeave Charitable Trust, Gadikhana, Maheshwar 451224. Madhya Pradesh ",,,www.womenweave.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
23d8f408-5121-3364-b2a5-62c1dfc7184d,Women'S Organisation In Rural Development (Word),siva_word@hotmail.com,+91 4268 220960,,,,,"No. 240/86, Shanthi Nagar, Pothanur Post, P. Velur Taluk, Namakkal 638181. Tamil Nadu ","No. 240/86, Shanthi Nagar, Pothanur Post, P. Velur Taluk, Namakkal 638181. Tamil Nadu ",,,www.mywordindia.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
7e5e23f2-9c5a-3639-abeb-76b671b5cb14,Wildlife Trust Of India (Wti),donations@wti.org.in,+91 0120 4143900,,,,,"F-13, Sector-8, Noida 201301, Noida 201301. Uttar Pradesh ","F-13, Sector-8, Noida 201301, Noida 201301. Uttar Pradesh ",,,https://www.wti.org.in/,True,,,,,,,helpyourngo,,,,,,,,,,,,,,
70bb402d-5d6c-3acc-a98a-e80008c7a840,"Welfare Of Stray Dogs, The",wsdindia@gmail.com,+91 22 64222838,,,,,"C/o. Mr. F. Broacha, 2nd Floor, Yeshwant Chambers, B. Bharucha Marg, Kalaghoda, Mumbai 400023. Maharashtra ","C/o. Mr. F. Broacha, 2nd Floor, Yeshwant Chambers, B. Bharucha Marg, Kalaghoda, Mumbai 400023. Maharashtra ",,,www.wsdindia.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
ef17af5c-8e1b-394e-90f3-b821583a539d,We Will Help Charitable Foundation,info@wwhtrust.org,+91 2229206713,,,,,"B-108, Aarohi CHS, Marol Maroshi Road, Andheri East 400059. Maharashtra ","B-108, Aarohi CHS, Marol Maroshi Road, Andheri East 400059. Maharashtra ",,,www.wwhtrust.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
fffdeb17-6dfc-301d-a64a-dd68ff00c544,Youthreach,yrd@youthreachindia.org,+91 011  41649067,,,,,"11 Community Centre, Saket, New Delhi 110 017. Delhi ","11 Community Centre, Saket, New Delhi 110 017. Delhi ",,,www.youthreachindia.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
9b985f67-229b-33a3-a6e6-8d6666b1646c,Voluntary Organization In Community Enterprises (Voice),victor.rajashri@gmail.com,+91 9819851049,,,,,"VOICE Sanjivani, Green Pearl Estate, Dsouza Vadi, Modalpada, virar East, Mumbai 401303. Maharashtra ","VOICE Sanjivani, Green Pearl Estate, Dsouza Vadi, Modalpada, virar East, Mumbai 401303. Maharashtra ",,,www.voiceofchildren.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
7aa0ea45-5196-34ab-b4fa-f1d016305139,Visionaries For Integrated Social Initiatives Of Network (Vision Odisha),visionkalahandi@yahoo.com,+91 8249258012,,,,,"Vision Kalahandi, Sambhu Nagar, Bhoiguda Road, Bhawanipatna 766001. Orissa ","Vision Kalahandi, Sambhu Nagar, Bhoiguda Road, Bhawanipatna 766001. Orissa ",,,,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
c2e57f40-8010-3bbc-a001-04f96363e714,Vks Sharanya Welfare Society,vksharanyasociety@gmail.com,+91 8454954509,,,,,"D1/301, Inlaks Nagar Society, Behind Mandir Masjid, Versova Yari Road Andheri West., Mumbai 400061. Maharashtra ","D1/301, Inlaks Nagar Society, Behind Mandir Masjid, Versova Yari Road Andheri West., Mumbai 400061. Maharashtra ",,,www.vkssharanyasociety.in.net,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
9cbb5c12-ac8d-3881-bc6c-b8683a967fc5,Vishwas Sansthan,vishwasngo@gmail.com,+91 535 2202345,,,,,"3254, Bhagwant Kaur Colony, Canal Road, Rae Bareli 229001. Uttar Pradesh ","3254, Bhagwant Kaur Colony, Canal Road, Rae Bareli 229001. Uttar Pradesh ",,,www.vishwasngo.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
cd88c285-d85a-3572-9d8c-c52610ed89bf,Visamo Kids Foundation (Vkf),visamokids@calorx.org,+91 2717 237651,,,,,"Nandanpark Society, Opposite Inductotherm, Bopal, Ahmedabad 380058. Gujarat ","Nandanpark Society, Opposite Inductotherm, Bopal, Ahmedabad 380058. Gujarat ",,,www.visamokids.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
97813ef4-4de4-3bcd-8853-b7cb6e1f4095,Vision India Foundation,mail.visionindia@gmail.com,+91 +91 663 2401777,,,,,"Budharaja, Sambalpur 768004. Orissa ","Budharaja, Sambalpur 768004. Orissa ",,,www.trilochan.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
3c7069d8-c5a5-348e-80a5-48b79bdb1406,Village Development Centre ,vdc_raju@yahoo.com,+91 431 2561061,,,,,"No. 6, 6th Street, Gandhinagar,  Mannachanallur, Tiruchirappalli 621005. Tamil Nadu ","No. 6, 6th Street, Gandhinagar,  Mannachanallur, Tiruchirappalli 621005. Tamil Nadu ",,,www.vdcindia.org.in,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
07d73aec-ac6b-3841-aa55-01d51083973e,Vidyarthi Sahayyak Samiti (Warora),dnyanda1@yahoo.co.in,+91 7176 282309,,,,,"Dnyanda Jeevan Vikas Kendra Campus, Near Anandwan Square, Po. Anandwan, Ta. Warora  District., Chandrapur 442914. Maharashtra ","Dnyanda Jeevan Vikas Kendra Campus, Near Anandwan Square, Po. Anandwan, Ta. Warora  District., Chandrapur 442914. Maharashtra ",,,www.dnyanda.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
89d124dd-5e09-3e9c-a5d7-e8163da33908,Vikas Sahyog Pratishthan,vsp@vspindia.org,+91 22 28762135,,,,,"13/98, Unnat Nagar No.3, M.G. Road, Near Shabri Hotel, Goregaon West, Mumbai 400062. Maharashtra ","13/98, Unnat Nagar No.3, M.G. Road, Near Shabri Hotel, Goregaon West, Mumbai 400062. Maharashtra ",,,www.vspindia.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
567dc611-24ca-3c5d-a456-b7532b719f40,Vijay Krida Mandal,vijaykrida@gmail.com,+91 22 25959812; +91 22 25949395,,,,,"Sai Hill, T. P. Road, Bhandup (W), Mumbai 400078. Maharashtra ","Sai Hill, T. P. Road, Bhandup (W), Mumbai 400078. Maharashtra ",,,www.vkmindia.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
4683a444-2db2-3fa1-b02b-fe06fbd2862e,Virs Educational And Training Foundation (Vetf),ashokvir@kaalmannsgroup.com,+91 40 23096753,,,,,"Plot No. 989, Road No. 50, Jubilee Hills, Hyderabad 500033. Telangana ","Plot No. 989, Road No. 50, Jubilee Hills, Hyderabad 500033. Telangana ",,,N. A.,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
efaa3990-612a-3bec-85b6-892e37a0be54,Vikash,vikashindia4@gmail.com,+91 674 2548306,,,,,"Vikash, Socrates, D-2/7, Rasulgarh Industrial Estate, Bhubaneswar 751010. Orissa ","Vikash, Socrates, D-2/7, Rasulgarh Industrial Estate, Bhubaneswar 751010. Orissa ",,,www.vikash.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
7b32a6f8-685c-3197-aef6-34eae5bc4150,Vidyaranya ,vedsmandur@yahoo.co.in,+91 80 22862622,,,,,"Mandur, Virgonagar (Via), Bengaluru 560049. Karnataka ","Mandur, Virgonagar (Via), Bengaluru 560049. Karnataka ",,,www.vidyaranya.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
a2eaf148-054e-3bbf-8828-aadf406e41f1,Vidyanikethan,vidyanik@vidyanikethan.org,+91 9341239364,,,,,"24, jaraganahalli, J P Nagar 6th Phase, Bangalore, Bengaluru 560056. Karnataka ","24, jaraganahalli, J P Nagar 6th Phase, Bangalore, Bengaluru 560056. Karnataka ",,,www.vidyanikethan.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
85917e90-4411-3604-b204-eccd95e1a22d,Vikahar Paribar Bikash Kendra,vpbk13@yahoo.co.in,+91 9831654430,,,,,"6, Kiran Sankar Roy Road, Ground Floor, Room No. 3, Kolkata 700001. West Bengal ","6, Kiran Sankar Roy Road, Ground Floor, Room No. 3, Kolkata 700001. West Bengal ",,,www.vpbk.ngo,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
9dbed3ae-cac1-3944-a250-79d24081982e,Vidya Vardhini Foundation Trust,chitra@vidyavardhini.org,+91 22 25560666,,,,,"13/14, Gulistan, Sasmira Marg, Worli, Mumbai 400025. Maharashtra ","13/14, Gulistan, Sasmira Marg, Worli, Mumbai 400025. Maharashtra ",,,www.vidyavardhini.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
6a315fc8-843e-3f25-9c89-28cebdf28fa4,Vidyanagar Nature Club,info@vncindia.org,+91 2692 230143,,,,,"101, Radha Darshan, Behind Union Bank, Vallabh Vidyanagar, Anand 388120. Gujarat ","101, Radha Darshan, Behind Union Bank, Vallabh Vidyanagar, Anand 388120. Gujarat ",,,www.vncindia.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
a3d5308c-818e-3c1e-98fe-ad39dd7a0ad5,Vidya Poshak,venkatesh@vidyaposhak.org,+91 +91 9845038017,,,,,"1st Floor, Yashoda Sadan, Vidyagiri, Dharwad 580004. Karnataka ","1st Floor, Yashoda Sadan, Vidyagiri, Dharwad 580004. Karnataka ",,,www.vidyaposhak.ngo,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
2e9b08dd-48e2-3553-a5c0-9f08ae6e75a3,Vidya & Child (Project Under Jpnmt),info@vidyaandchild.org,+91 120 4258064,,,,,"1654, ATS Greens Village, Plot No 1, Expressway, Sector - 93A, Noida 201304. Uttar Pradesh ","1654, ATS Greens Village, Plot No 1, Expressway, Sector - 93A, Noida 201304. Uttar Pradesh ",,,www.vidyaandchild.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
b996186c-3bcb-3068-9b2d-d0b5359ffef5,"Victoria Memorial School For The Blind, The",vm@blindschool.net,+91 22 23531236,,,,,"Opp. Tardeo A/C Market, 73, Tardeo Road, Mumbai 400034. Maharashtra ","Opp. Tardeo A/C Market, 73, Tardeo Road, Mumbai 400034. Maharashtra ",,,www.vmsb.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
421c4250-9250-3210-b2ff-6be8c09ce683,Verala Development  Society,veralasociety@gmail.com,+91 233 2310288,,,,,"14/51, Gokak Sadan, Kala Nagar, P. Box 49, Sangli 416416. Maharashtra ","14/51, Gokak Sadan, Kala Nagar, P. Box 49, Sangli 416416. Maharashtra ",,,www.verala.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
29da6785-3822-3a8b-b6f3-fd279178c7d1,Veer Surendra Sai Institute For Mentally Handicapped,vssimh@yahoo.co.in,+91 663 2412055,,,,,"VSS Institute for Mentally Handicapped, Dhankauda, Sambalpur 768006. Orissa ","VSS Institute for Mentally Handicapped, Dhankauda, Sambalpur 768006. Orissa ",,,N.A.,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
8def1205-bd81-360a-a8c7-53bc90171a45,Vatsalya,vatsalyaa@rediffmail.com,+91 0522-2351130,,,,,"C-377,Church Road, Indira Nagar, Lucknow 226016. Uttar Pradesh ","C-377,Church Road, Indira Nagar, Lucknow 226016. Uttar Pradesh ",,,www.vatsalya.org.in,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
73bb6589-b44a-3d2b-b43a-3e47e07ebafc,Vedanta Cultural Foundation,sid@vedantaworld.org,+91 22 23640682,,,,,"Flat No.1, 1st Floor, Landsend, 29 D. Dongersey Road, Mumbai 400006. Maharashtra ","Flat No.1, 1st Floor, Landsend, 29 D. Dongersey Road, Mumbai 400006. Maharashtra ",,,www.vedantaworld.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
67289f16-570a-355e-b5be-acec5077a493,Vathsalya Charitable Trust,vathsalya1988@gmail.com,+91 80 25457360,,,,,"No. 717, 5th Cross, HRBR Layout, Kalyan Nagar, Bengaluru 560043. Karnataka ","No. 717, 5th Cross, HRBR Layout, Kalyan Nagar, Bengaluru 560043. Karnataka ",,,www.vctblr.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
46759967-62d6-3fd1-b13d-aee263852c67,Vanchit Vikas,vanchitvikas85@gmail.com,+91 20 24454658; 24483050,,,,,"405/9, Narayan Peth, Pune 411030. Maharashtra ","405/9, Narayan Peth, Pune 411030. Maharashtra ",,,www.vanchitvikas.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
e875eb18-62da-3597-9e78-2fc13d2340bf,V-Excel Educational Trust,info@v-excel.org,+91 04424956373,,,,,"No. 10/23, Thiruvengadam Street R.A. Puram Chennai, Chennai 600028. Tamil Nadu ","No. 10/23, Thiruvengadam Street R.A. Puram Chennai, Chennai 600028. Tamil Nadu ",,,www.v-excel.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
212490f9-76dc-324c-8eca-30b2f9a8436c,Vanashakti,vanashakti@gmail.com,+91 22 65255657,,,,,"Nandakumar Pawar House, Opp. Shri Jagannath Darshan Building, Kini Marg, Bhandup Village (E), Mumbai 400042. Maharashtra ","Nandakumar Pawar House, Opp. Shri Jagannath Darshan Building, Kini Marg, Bhandup Village (E), Mumbai 400042. Maharashtra ",,,www.vanashakti.in,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
4188f2b1-b445-3c18-bb65-d24d2a2f2ac7,V Care Foundation,admin@vcarecancer.org,+91 22 24141856,,,,,"A-102, Om Residency, Jerbai Wadia Road, Opp. Bhoiwada Court, Parel (E), Mumbai 400012. Maharashtra ","A-102, Om Residency, Jerbai Wadia Road, Opp. Bhoiwada Court, Parel (E), Mumbai 400012. Maharashtra ",,,www.vcarecancer.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
8a01d117-da2f-39d0-99eb-0476a1fcd449,Vanarai Trust,vanaraitrust@gmail.com,+91 20 24420351,,,,,"Aditya Residency, 498, Parvati, Near Mitramandal Chowk, Pune 411009. Maharashtra ","Aditya Residency, 498, Parvati, Near Mitramandal Chowk, Pune 411009. Maharashtra ",,,www.vanarai.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
e9c82cc2-67c6-37a8-a53f-b0e0861827c8,Vaani Deaf Children'S Foundation,vaani@vaani.in,+91 080 2545 7124,,,,,"Flat No. 1, Shree Apartments
4G Tiljala Road, Kolkata 700046. West Bengal ","Flat No. 1, Shree Apartments
4G Tiljala Road, Kolkata 700046. West Bengal ",,,www.vaani.in,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
3340bf32-ef62-3567-a7d5-ffcdef15c247,Ummeed Child Development Center,ummeedcenter@gmail.com,+91 22 65528310; 22 65564054,,,,,"Ground Floor, Mantri Pride 1-B, 1/62, 
N.M. Joshi Marg, Subhash Nagar, Lower Parel (E), Near Arthur Road Junction, Mumbai 400011. Maharashtra ","Ground Floor, Mantri Pride 1-B, 1/62, 
N.M. Joshi Marg, Subhash Nagar, Lower Parel (E), Near Arthur Road Junction, Mumbai 400011. Maharashtra ",,,www.ummeed.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
b8bc86f0-fa76-3ce0-9cd1-ffae95aa26f6,Umang Foundation,umang.ashish@gmail.com,+91 22 25900222,,,,,"1506/7, Ruby, Nirmal Lifestyles, Mulund (W), Mumbai 400080. Maharashtra ","1506/7, Ruby, Nirmal Lifestyles, Mulund (W), Mumbai 400080. Maharashtra ",,,www.umangfoundation.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
bb20eaa8-1e6a-3150-a28f-573acc7db713,United Artists' Association ,info@uaaodisha.org,+91 681 1254314,,,,,"State Bank Road, Ganjam 761026. Orissa ","State Bank Road, Ganjam 761026. Orissa ",,,www.uaaodisha.org,False,,,,,,,helpyourngo,,,,,,,,,,,,,,
