ngoId,hasRegistration,hasFinance,logo,yearEstablished,missionStatement,vision,objectives,legalStatus,areasOfOperation,activeStatus
3d56f112-867a-345a-9c38-d13ecfb04483,,,,,,,"Aarambh Trust works through Community Service Centers, providing educational, health and vocational skills to underprivileged children, women and youth. Aarambh was founded in 1996 in Maharashtra with the mission to catalyze social and economic change in marginalized communities with a focus on the rights of underprivileged children and empowerment of women.  They currently operate 6 urban and 4 rural centers, serving approximately 4,000 beneficiaries.  Aarambh reaches out to the following groups:   Children:  The children being supported by Aarambh's programs come from underprivileged migrant backgrounds, and are typically on the verge of dropping out from their schools. Aarambh provides these children with support classes in subjects like Math, English, Science, and Computers. The children also receive a daily mid-day meal.  Women:  The women beneficiaries receive training in tailoring via a course approved by Singer, the sewing machine company. The Aarambh certificate is highly regarded in the community, with many of the women being placed at nearby garment manufacturing mills, or taking private orders from home, thus being able to supplement the family income.  Youth:  The youth in the community are trained in spoken English, and provided with computer based training programmes such as Tally, MS-CIT, etc. Aarambh has tie-ups with corporates to place these students in good quality jobs.   Aarambh has also undertaken following new initiatives:   School Adoption: Aarambh has adopted the Samata Hindi Vidyalaya at Turbhe which caters to the children of the poorest migrants in the area. Aarambh raised funds for the renovation of the school.  E-learning Program: Audio-visual teaching aids are provided to municipal schools, for students of standards 1 to 8 in the Marathi and English mediums.   Over the next few years, Aarambh plans to provide educational and health support for 5,000 children, skill development for 1,000 youth, as well as working with 1,000 women to help them access and exercise their rights to health, social & economic prosperity. ",,,
836df269-d715-3d28-b3ac-573544a66069,,,,,,,"Aarth-Astha (formerly Astha), is one of the few cross-disability establishments working with children and persons with disabilities irrespective of the type and severity of disability. It works with people having disabilities and their families to support them, research their problem areas, and disseminate information about disabilities.  Aarth-Astha’s initiatives are listed below:   Community Development : Aarth-Astha has been working in Govindpuri slums & Lulkaun village, South Delhi, since 2000. The work involves a) Strengthening rehabilitation services for persons within the community by helping the parents in accessing medical support, disability certificate, and other schemes for their child; b) Building capacities of children with disabilities so as to help them access pre-school services such as anganwadis or inclusive education in schools in their respective neighbourhoods; c) Facilitating focus groups comprising of women and young adults with disabilities, with the aim to enhance their life skills required for employment & to advocate for their rights, as well as of their children, with concerned government departments; and d) Sensitizing teachers and enabling them to understand the needs of children with disabilities in their class.  Information Resources : One of the ongoing activities has been regular collection and dissemination of information through trainings, workshops and through its National Disability Helpline: ABILINE, that provides counselling & information through calls, emails, walk-ins and by post. Counselling and information dissemination is carried out to assist people who are in need of information regarding government schemes, education, scholarships, vocational training, loans, employment, aids and appliances, medical facilities, and all other areas related to disability. In 2013-14, Aarth-Astha reached out to around 500 parents, siblings, and persons with disabilities through various trainings on disabilities. Aarth-Astha has built alliances with several organizations, network of Rights based campaigns, and National level forums to advocate for rights of children with disabilities in education, food, and healthcare. In FY14, the organization has campaigned for various rights of persons with disabilities like Right to Education, Right to Food, and the New Bill of Disability Rights.  ",,,
58ad0a17-4cf9-3d32-8026-19e888ea8915,,,,,,,"Action for Agricultural Renewal In Maharashtra  (AFARM) is an association of voluntary organisations working in the field of rural development. The organisation was established to coordinate the efforts of civil society organisations, to provide water and agricultural extension services to villages in drought affected Maharashtra. During 2013-14, AFARM has reached out to 18,679 households from 179 villages of Maharashtra for developing and managing their livelihoods through trainings, micro-finance, micro-enterprises and market linkages.  Some of their key activities are:  Rural Livelihood Promotion:  AFARM through its partner agencies is actively engaged in developing and managing Natural Resources Management (NRM) based livelihoods of rural poor households. The intervention aims at development of resilient production and sustainable livelihoods allowing households to face production and market risks without falling back into poverty. AFARM’s work helped many marginal farmers, women and landless households engage in diversified livelihood activities including collective purchase of inputs and marketing of produce.  Training and Capacity Building:  AFARM organizes capacity building programs on multiple subjects and issues to help them address the ground realities and strengthen the NGO capacity. AFARM has designed and developed a Certificate Course on Rural Livelihoods Development and so far has trained many experts through seven such courses. AFARM has conducted various capacity building programmes for stakeholders including agriculture producers, Self Help Groups (SHGs), government and non-government functionaries. AFARM is recognized as 'Training & Capacity Building Agency' in Maharashtra.  Networking and Advocacy Initiatives : AFARM right now has 25+ initiatives to assess relevance, effectiveness, and impact of developing a comprehensive model based on the learnings of the people for long term solutions to the crisis of recurring drought in Maharashtra. AFARM also acts as a NGO networking based forum where they provide Expertise readily available under one roof for more than 100 partner organizations.  Research & Documentation : AFARM acts as a Monitoring, Evaluation, Learning & Documentation (MELD) of Watershed Management; NRM and Agriculture based livelihoods programs implemented by Government line agencies, NGOs, Corporate Foundations in the various regions of the country.  ",,,
000694c8-0bc3-3632-83d7-789fb6e55c6d,,,,,,,"Abhiprerna Foundation was established in 2007 for the economic empowerment of women and upliftment of the weaker sections of society in Uttarakhand. Their main objective is to provide children who are suffering with mental and physical disabilities a place where they can overcome their limitations through care and guidance. The organization engages children in creative activities such as; dance, music, painting, and story-telling to strengthen their capacities.  The Foundation runs the Abhiprerna Rehabilitation Centre. The centre is for children under the age of 14 years who suffer from mental retardation, autism, cerebral palsy, and other disabilities. The organization conducts tests to diagnose physical disabilities and provides remedial measures through therapies and treatments. They aim to train parents about the special needs of their children and children to handle their disabilities through games and sports. They also educate children in various school subjects, teach them how to meet the needs of their everyday lives, and to become independent individuals.  Some of the major programs they focused on in FY15 were cultural activities, festivals, events, vocational training, mid-day meals for children and the rehabilitation program. Other programs conducted during the year were camps, awareness programs, counselling and guidance sessions and teacher’s welfare and Teachers training programs. ",,,
3c6526cd-cf86-3e36-baaf-ffc272481a9b,,,,,,,"Abhinav Samaj was founded to care for elderly individuals who have been disowned by their families, and provide them with an atmosphere of acceptance in an old-age home. It is built on the philosophy that ""a society cannot develop when there is no respect for parents and elderly citizens.""  They run a recreation centre for the elderly in New Delhi, and also offer legal aid programme for senior citizens who require their help.  Abhinav Samaj’s other objectives are:   To establish schools, colleges, research institutes and training centres for the furtherance of education/learning.  To conduct self-defence training programmes for the welfare of girls and women.  To establish job-oriented training-centres.  To establish centres for employment generation.  To work for legal, institutional, constitutional and human-rights protection centres.  To work for organic-farming and environment protection.   Main programmes are:  Old Age Home : For the last six years, Abhinav Samaj is running an Old Age Home in Delhi that provides food, clothing, shelter, medical aid & other facilities free of cost to destitute elders. The organization’s vision is to build a bigger Old Age Home that can accommodate nearly 700 to 800 destitute, from the current capacity of 40.  Education programme : It includes training 400 students for its tailoring programme; providing free computer training to 200 students; providing free coaching to students appearing for higher education; and providing non-formal education to around 500 children who did not had the opportunity to attend school.  Dental & Health Check-up camps : It organized free dental check-up camps at Devi Charitable Dental Hospital at Uttam Nagar that benefitted around 2,500 persons. Free Health check-up camps were also organized where medicine distribution, counselling, referrals & check-ups were done by an expert team from Artimus Hospital. ",,,
6732fbb7-ccb4-3722-b1ac-30c7febfc763,,,,,,,"Yuva Urban Initiatives (YUI) primary focus is to support children, women, the unorganised sector and youth in Mumbai and surrounding suburban areas. YUI's mission is to create cities that are just, equitable, sustainable, and to make cities a better place to live in for the poor by enabling their access to human rights. YUI has partnerships with CHILDLINE India Foundation and The Bombay Community Public Trust.  YUI addresses quality of living conditions for street and slum dwellers in Mumbai and the surrounding region. The NGO achieves its aims through:  CHILDLINE 1098:  YUI manages Childline India’s helpline number in parts of Western and Central Mumbai. This is a helpline number for children who are forced to work or are in trouble. The organization conducts activities such as street plays, puppet shows and exhibitions for those living on the streets to ensure that all children in need of care and protection are aware of and have access to Childline services.  Child Learning Centre:  The organization established Child learning centres in various communities to provide informal education to children between the age group of 3 – 14. A few child learning centres are operated at the work sites of migrant labourers such as brick kiln workers so as to ensure that children who accompany their parents to work places are not deprived of education.  Engagement with CBOs/NGOs:   YUI works with many NGOs and CBOs to create a space for children to learn from each other. They plan training programs for children that helps them learn leadership qualities, importance of team building, problem solving skills, etc.    ",,,
7924f82e-5db5-32fd-a508-f51bee0ab2c1,,,,,,,"Established in 1984, Youth for Unity and Voluntary Action (YUVA) supports the oppressed and vulnerable communities of India by primarily concentrating on their human rights.  Their programs aims to focus on the weaker section of our population and steer them into their development to eventually bring about a social change as a society.  YUVA works on three core areas:  Poverty Alleviation:  YUVA has created a space for the urban poor to access their basic human rights. To achieve this they have 3 focus areas: a) Our society’s children and the youth are the driving factor for social transformation. YUVA has created a platform where they can advocate for their basic rights and needs, train to improving their livelihoods and building safer communities through informal schooling and workshops. b) YUVA works on social security of informal workers through their Migrant Resource Center and forming SHGs to empower women of our society. c) In order to facilitate provision of basic rights and services for pavement dwellers and the homeless in urban areas YUVA engages in several collective advocacy and promoting participatory governance.    Environment:  a) As a collaborative effort with the South Asia Network on Dams, Rivers and People (SANDRP), YUVA monitors water sectors in India to sustain and develop existing ecosystems of various water bodies and to address environmental issues. b) To enhance the standard of living of marginal farmers, landless laborers and women-headed families YUVA has formed several Village Development committees, training workshops and encouraging enduring agricultural practices.  Urban Governance and Planning:  YUVA represents the voice of the most marginalized communities in Mumbai to exercise opportunities and invite wider public consultations in the city’s Development Plan (2014-2034). Along with this the NGO also works on ‘Right to Water’ for equal distribution of water even to the underserved societies of Mumbai. ",,,
8b18b011-b0a9-3657-8c5b-441c54c944bc,,,,,,,"Yusuf Memorial Trust (YMT) was set up to commemorate the memory of Saint Late Mirza Baig of Routrapur, Cuttack, for the development of weaker sections of society. YMT Trust has taken on lease a 40-bed multispecialty hospital named Sayeed Memorial Hospital since July 2013 at Kudiary Bazar in Khurda district.  Projects undertaken:   Hospital:  Since FY14, YMT has been running a multispecialty hospital. The hospital is mainly meant to serve people living below the poverty line. The hospital undertakes to charge only nominal fees to the poor and the intention is not to run the hospital at a profit. In-Patient Department (IPD) cases are treated at 50% discount for the poor. No doctor’s fees are charged to the poor. As the result of the hospital operations, there has been a jump in income in FY14. In FY14, income from the Hospital was Rs61 lakh (76% of total income) and in FY15, hospital income was Rs1 crore (88% of income).  Health camps:  As part of its work, YMT conducts free health check-up camps in the villages. Renowned doctors join these camps and advise the patients about proper treatment. In addition, they also organized programmes on AIDS Awareness and Prevention and Control of Malaria. In FY15, YMT organized 6 community meetings on drug abuse prevention in the villages to make people aware about the types of drugs, how chronic addicts became dependent on drugs physically and mentally, and are humiliated socially.  Agriculture & Medical Plantation:  YMT has undertaken an agricultural program with a view to ensure food security at micro level. YMT owns 5 acres of land on which it undertakes agriculture and horticulture, and conducts dairy, goatery, and poultry activity. In FY15, 500 medicinal saplings have been distributed to 100 households, through the sessions organized in five villages.  ",,,
31c44f87-cb6c-3215-b5de-96ebc5558b28,,,,,,," Yuva Rural Association (YRA) began by addressing issues of rural areas in the Vidarbha region in 1994. They operated through a network called Vidarbha Lokvikas Manch, and in 2002 were registered as Yuva Rural Association. Their mission is to work for social transformation through socio-economic and political empowerment of the poor and marginalized by focusing on Dalits, tribals, minorities, and women in rural areas by establishing their access over resources and human rights that will promote social harmony, ecological balance and enable them to negotiate with the State and the Market.  Yuva Rural Association’s interventions:   Livelihood Promotion : YRA works with farmers (both men and women) through various programmes such as Integrated Natural Sustainable Agriculture Programme (INSAP), Rural Livelihoods Initiative (RLI), PHAD or Diversion-based Irrigation projects, etc. Shaswat Sheti Kruti Parishad (SSKP) is a farmer’s organization promoted by YRA which advocates sustainable agriculture and organic farming. The formation of Self-Help Groups (SHGs) is encouraged for farm based, non-farm based, and forest based livelihoods.  Gender Equity : YRA runs a Counselling Centre at Bhandara, in collaboration with the Women and Child Development Department and the Police Department, wherein it acts as a mediator for handling cases related to violence against women. It conducts workshops on laws and schemes regarding women’s rights, empowerment, and gender equality. YRA has been working closely in collaboration with District Legal Advisory Board, Vidarbha Women Lawyers Association, Bar Associations, and Family Courts on the legal aspects of women’s rights. Mahila Vikas Parishad is the women’s organization promoted and facilitated by YRA.  Governance and Advocacy : YRA works with the youth, women, farmers and other community members in order to stimulate awareness on importance of political and social participation. Recently under the banner of Humara Beej Abhiyan young volunteers working with YRA came up with a street play for the public to talk about Anti-GM (genetically modified) crops. The purpose behind this specific workshop was to motivate the youth of rural and tribal areas to take up effective creative initiatives in the future.  ",,,
d3e92a18-94d5-33eb-b6cb-23a3d16bd17c,,,,,,,"Yashodhan Education Trusts (YET) was established with the objective to provide a good quality education to slum dwellers children at a nominal charge.  Their objectives are:   To improve the quality and standard of education to be imparted to students.  To motivate teachers in order to enhance students interest in studies and introduce a new evaluation system for improving the quality of education.   The key achievements by YET in the past 35 years include:   The High School educates children from kindergarten to standard ten in English and Marathi medium.  1,000 students are currently enrolled at the school.  The school employs 45 Teaching and Non-Teaching Staff.  The school is equipped with Science Laboratories, Computer Room, PT Room and Library. Medical Check-ups and Health Camps are conducted at the school.  The Trust has received permission to establish a Junior College in Arts and Commerce.   Historically, the School has operated through the income generated through school fees, which is low. YET requires government support and financial aid to pursue its twin aims of increasing school capacity and offering higher education. They are currently planning to extend their outreach by building another school in Thane. YET is looking to higher secondary school with increased divisions in each year in order to benefit as many students as possible. They are looking for support from NGOs, institutions, companies or foreign NGOs for the same. ",,,
30b0df25-ca75-347d-bf09-395ae8e6ce8a,,,,,,,"Youth for Social Development (YSD) was established to contribute to social change  by improving the lives of the socially and economically marginalized.  YSDs  mandate  is  to  promote  good  governance  in  various  sectors  of public  service  through  research,  policy  advocacy,  community  action  and  peoples empowerment. In 2010, YSD won  the  Indian NGO Award  (East Category)  organized  by  the  Resource  Alliance  and  the  Rockefeller  Foundation.  The Centre for Local Government Budget and Policy Research has been set up by YSD to achieve its objectives: 1)  Assess:  Assessing local government budgets and policies, their implementation and impact; 2)  Inform:  Research‐based information and analysis to policy-makers, policy-implementers, media, and other stakeholders; and 3)  Improve:  Enhance the quality and effectiveness of local public expenditure through public discourse.   Strategies employed:  Research : The Centre initiates participatory action research projects that will explore issues surrounding local government policies and democratic governance in Orissa.  Its research approach will aim not only to gain knowledge but also to equip people to act on social issues. Currently, YSD is running a project, Making Berhampur a child-friendly city, with the support of Bernard van Leer Foundation-Netherlands, with the aim to improve the living condition of young children (0-8 years old) and assesses the quality of public service delivery meant for the children living in slums and informal urban settlements in Berhampur.  Advocacy : They aim to demystify government policies, poverty alleviation/development schemes and public finances through citizen awareness, community empowerment and community monitoring, & audit programmes. Additionally, they sensitize various stakeholders and advocate for efficient implementation.  Citizen Action : They work towards – Engaging Community groups in demanding rights and entitlements, Capacity building of citizens and community groups, Knowledge generation and dissemination to create interest, Creating public awareness on rights and entitlements, Engaging civil society and media on issues related to poverty alleviation, and Communication between authorities and citizens.  Citizen Resource Centre : The Centre will be for policymakers, media and the public and endeavours to  be  a  resource  hub  of  knowledge  and  skills  for  media,  elected  local  councils,  legislature  and government officials. This would be done by developing a knowledge management system, regular dissemination of knowledge products, provision of training courses and lectures designed for particular   stakeholders and organizing conferences.  ",,,
