ngoId,hasRegistration,hasFinance,logo,yearEstablished,missionStatement,vision,objectives,legalStatus,areasOfOperation,activeStatus
c5e21c29-efc0-3076-b870-a68729af7292,,,,2006,"Aashwasan Foundation is a Registered Charitable Trust that offers Aashwasan ScienceTM as path breaking diagnostic and treatment services to address physiological, psychological, psychosomatic and spiritual issues to bring about complete well-being in an individual. Aashwasan ScienceTM is not only able to identify root cause analysis of the issues and problems. but it is able to bring about a transformatory solution. It is also able help individuals explore, experience and express their maximum potential to live a beautiful life.",,"1. 29 Areas of Unprecedented Breakthroughs
2. Reached out to 1000 Individuals
3. Awareness spread through the internet media",,,
5d43bff4-cfc6-3df2-b2b6-2a6f98c21086,,,,2009,"Aasraa is an education trust established in 2009 to work towards empowering street and slum children through education, vocational training, nutrition, medical care and providing shelter homes.
Our vision is an India where all children are treated equally, are provided a nurturing support system and have access to an education that gives them the confidence and skills to follow their dreams. Our mission is to level the playing field for children who have neither seen books nor stepped into a school. The children we work with come from extremely impoverished backgrounds and are mostly rag pickers, beggars, addicts, runaways and orphans. We currently work with over a 3,351 children.
Aasraa Trust seeks to alleviate poverty in Dehradun by providing the many disenfranchised children in the city with the opportunity to pursue an education. Our organization has crafted a cyclical approach. Our projects include outreach to bring children into basic literacy, street smart to prepare for schooling, sponsorship for education, after school tutorial support, mobile learning centers, anti- begging and vocational training, nutrition, medical, clothing and shelter.
Firstly, we start by reaching out to children in the slums through our outreach team. Then the children are initiated into the first step of our Street Smart education project where we conduct classes within the neighborhood to foster trust and basic education, committed students move to the next step of the program at a facility that provides a more structured classroom environment where the children learn basic Hindi, English, and Mathematics.
Once they have achieved an elementary level education, we help to mainstream these children into formal schools by providing scholarships that pay their school fees and living expenses.
Children who have entered the formal schooling, then become a part of our other project, ‚Wings of Doon‚ which is an after-school program that promotes character building and academic achievement. The children who attend this program also take advantage of tutorials in a wide range of subjects. These complementary projects work to provide children access to schooling and the tools and support to help them thrive academically.
We launched an Anti-Begging Campaign for child beggars in January 2014 in association with the Dehradun District Administration. The goal of the campaign is to discourage child beggary, provide the child beggars with basic literacy, lessons in hygiene, grooming, art therapy, nutrition and medical care. As a part of this project, young adults are provided with vocational training in sewing and block printing as well.
Children who for various reasons are unable to gain entrance into mainstream schools are provided the option of NIOS. We are a study and exam center from the National Institute of Open Schooling for its ‚Open Basic Education Program. We also provide vocational training for young adults to enable them to earn a respectable livelihood in the future.
Working children who do not attend school due to their socio-economic condition are provided basic literacy through our Mobile Learning Centers that are classrooms on wheels teaching through high tech e-learning methods. This is a fun interactive way of learning that keeps the children's interest alive and helps in regularizing them in the classroom setup.
For boys and girls who come from a home environment that is not conducive to their educational pursuit, Aasraa also provides shelter homes.
In addition to this we provide nutritional support and a medical aid that covers children throughout all our projects.",,"In the last 10 years, we have grown from 35 children under the Bindal Bridge to over a 3,351 children across 39 centres in Dehradun.
 649 children have been initiated into basic literacy through the Street Smart program.
The after school support program i.e. Wings of Doon, assists 1,895 children, which include mainstreamed Aasraa
children and students from various Government Schools.
In January 2019, we signed another MOU with the Uttarakhand Education Department for School Quality Enhancement Program (SQEP) allowing us to work with and improve the quality of education in 6 Government Schools in Dehradun. 1021 children have been mainstreamed into local schools; government and private.
Aasraa is accredited by The National Institute of Open Schooling (NIOS) as a study and exam
centre. We are also an accredited Vocational Training Centre by the NIOS; 2 Vocational Training Centres established; 70 youth benefit from these projects.
Aasraa launched 6 High Tech Mobile Learning Centres and 2 Mobile Computer Labs to reach out
to marginalized children of Dehradun district and provide them with interactive e-learning
classes
Aasraa runs an Anti-Begging Campaign in collaboration with the District Administration in the
Central Doon and ISBT areas. 150 children attend this program daily. We feed over 1,500 children everyday.",,,
570cca8c-9c0c-3b26-aacf-bf338ef5b177,,,,2008,"ABOUT AASTHA FOUNDATION
Aastha Foundation Aurangabad is registered under Bombay public Trust Act and Societies Act and is established in 2008 by a group of young, dynamic, socially aware people with a dream of making positive changes in various areas of our Society.
A detailed study in this area revealed that, there is a need of a centre which will provide a much needed attention, Comfort and care, love, dignity and respect to the Senior Citizens. In today‚Äôs fast paced life where everybody is focused on wining the rat race, we usually tend to over-look our final destination. What really matters is how we spend this golden years of our lives when all our hardship and effort pay off. This is the time when one really looks forward for a life of dignity, safety and care, but life doesn‚Äôt always seem to work on our plans. There are cases where one has a very few options to choose from. There people who have no company of the loved ones who took great care of them all their lives. Some people have only daughters who are now married happily and would not want to disturb them. Some might have sons who are settled in abroad or sometimes there are some personal family issues which don‚Äôt allow them to stay with their family.
And thus, emerged the idea of ‚ÄòBasant Prabha-Visawa‚Äô and it proposes to establish a residential housing and assisted living for the Senior Citizens. This will be constructed as ‚Äò Basant Prabha-Visawa‚Äô on a 3-acre land and will provide twin sharing room with sanitation facilities along with lawn and garden, dining hall and kitchen, meditation room and physiotherapy, counseling and cultural events.
‚ÄòAastha‚Äô believes that ‚ÄòAgeing with Dignity‚Äô is possible. It has organized various programs to address the needs of Senior Citizens, such as health entertainment & making them more and more independent. The programs include Acupressure camp, Walkathon, Eye checkup camps, Bone density checking camp, Stress reliving workshop, Alzheimer awareness. "" ‡§§‡•Å‡§ù‡•ç‡§Ø‡§æ ‡§µ‡§8‡§ö‡•ç‡§Ø‡§æ ‡§ï‡§µ‡§ø‡§§‡§æ "" By Sandip Khare, Aastha Snehi Meet, Joy of Giving with Aastha etc.
Aastha is now conducting CERTIFICATE COURSE IN GERIATRICS in association with TISS
(Tata Institute Of Social Sciences, Mumbai)
So far served 2750 persons, mainly senior citizens. With number of need based programmes. 
Award and Recognition ‚Äì
1. Certificate of ‚ÄúTransparency and Public Accountability‚Äùreceived from Guide Star India.
2. Aastha Foundation, Aurangabad , has been honored with ‚ÄòNGO Leadership & Excellence Award‚Äô. Aastha was felicitated in Mumbai where ABP News presented Global CSR Excellence & Leadership Award 2014‚Äô on the occasion of world CSR Day.",,,,,
ff906f5d-376f-3899-b1ab-2492914a2425,,,,2015,"We support bright adolescent girls to pursue professional education by providing financial help , guidance and counselling.We are currently supporting 100 girls and plan to support 500 girls in near future",,,,,
a79ab6ac-26f0-3455-9a88-555ff0689b3e,,,,2007,"Abha Mission for Social Health and Education is 'of the people, by the people and for the people'; registered under W.B.Societies Act,1961 & member of India Govt. NGO Partnership System; work for rural development, children education, women empowerment; located in Kolkata, West Bengal.",,,,,
c537a7cd-7019-3951-a8da-787ef715ec7c,,,,2014,"Orphanage Support
Medical Support
Educational Support
Old Age Support
Women Empowerment
Save the Girl Child",,,,,
52b2edfe-8801-3132-84ba-b9d1fc17ecf8,,,,1993,"With the sole objective of serving the society and uplifting the deprived sections, ABHINAV, a non government organization, registered under societies Act 21, 1860 is continuously rendering services since 1993 for the betterment of living standards of the underprivileged and poor rural peoples with special attention towards women and children. We are highly involved in many activities like, education, training, women empowerment, health and hygiene, old age, community development, safe drinking water, etc for changing the lifestyle of the rural peoples.",,"1. Training and employment generation program = 384143
2. Construction of individual toilets for poor family under flush n pride = 13158
3. Construction of world class public complex= 8
4. Construction of drinking water supply scheme= 49
5. Provider of Safe drinking water to villagers = 300000
6. Health and hygiene kit distribution =2000
7. Vaccination to mother and child =19070
8. Referral service =5916
9. Curative treatment to male, female, and child = 33442
10. Motivate to adopt family welfare methods = 15788
11. Establishment of farm schools in villages = 12
12. Farmer training =44
13. Formation of farmer information groups =109
14. Farmer demonstration on agricultural practices =400
15.F to F demonstration=23
16.Exposure visits of farmer=25
17. Seed money to smallfarmers=70
18. Construction oflow cost recharge pit=25
19.Testing of hand pumps=3945
20. Number of Red marked Hand Pumps=161",,,
08ad0f95-2353-3535-a99d-9fd736e8a5fd,,,,1991,"Abhoy Mission is providing services to the destitute senior citizens with mental illness, Schizophrenia, Parkinson patient for permanent rehabilitation & orphan children with disabilities. It is providing well-structured & multidimensional services in the field of skill & manpower development creating employment scope taking the community at large into account. Our mission is to reduce the incidence of disability in the State and to grow confidence in the mind of the senior citizens.",,"1. Successfully Cornea Transplantation in one eye to one Deafblind girl child of our orphanage.
2. Winner of Manobikas Puraskar 2014 in the category of Best NGO working in the field of disability in the North East India.
3. Four individuals, who are only earning member of the family, suffering from cancer are living in better condition with financial support from our organization.",,,
b6e64632-7820-3d38-9cfe-2f9fe6d4d837,,,,1992,"Academicians Association for Liberation, Peace and Education (AALPE) is Voluntary Service Organisation, registered under the Societies Registration Act, XXI of 1860 vide Registration No. 993/92 of Kakinada, East Godavari District, Andhra Pradesh, India.The Administration Office is situated at H.No.15-4-5/4, Luthergiri Campus, Rajahmundry – 533 105, East Godavari District, Andhra Pradesh, India.The Organisation is very much concern over Health, Education, Environment, Social justice, Women and Child Development. So far we have touched and made a difference in the lives of over 1,00,400 people",,,,,
1df51977-756a-361b-8f16-b592e1f85e15,,,,2014,"Access Life Assistance Foundation discovered a huge unmet need to provide a safe and clean atmosphere for children to recover during their Cancer treatment. These children, along with their families, travel to Mumbai from remote towns and villages, in the hope of being treated at hospitals such as Tata Memorial, LTMGH (Sion Hospital), Wadia Hospital, Nair Hospital etc. where they receive free of charge treatment.
But they have no place to stay, and many end up on the footpath, or paying dearly for unhygienic accommodation. Unhygienic living conditions, lack of psychosocial support, lack of proper nutrition and weakened immune systems will lead to lower survival rate.
At Access Life, we provide free of cost accommodation with hygienic and high quality living environment for the children and their parents.",,,,,
ca1baff5-5d22-3f00-b16b-d99eeba7390c,,,,2013,"ACE Social Foundation is a 4-year-old registered ""Not for Profit"" foundation that has been championing skill development & employment opportunity creation for PwD's in India.
Our process begins with educating & sensitizing corporates about the abilities of the disabled through Dialogue in the Dark. Dialogue in the Dark- DID is an international empathy experience that puts visitors through daily life situations in complete darkness in a fun & entertaining way. DID heightens one’s awareness and sensitize the society about the abilities of disabled.
Since 2014 as a result of DID sensitization, we have trained 4100 PwDs, received 8000 job pledges& created 3000 jobs for PwDs, across 18 sectors creating a new Rs. 21 crore PwDs economy. ACE Take1",,,,,
f8ae0103-a287-3eb5-a946-3eb1d92ff2cf,,,,1979,"ANARDE Foundation was incepted in 1979 and has been working as a catalyst in the field of Integrated Rural Development since. Our causes are Clean Drinking Water, Sanitation, Low Cost Housing, Financial Inclusion such as micro finance and micro insurance.",,,,,
4a845814-90f8-3f20-a638-a7abedd34939,,,,1969,"Action for Agricultural Renewal in Maharashtra (AFARM) is an association of Non government organizations (NGOs) working in the field of Agriculture & Rural Development in the Maharashtra State. AFARM was born out of an acute need for a Apex Institution to co-ordinate efforts of NGOs & Civil Society Organizations (CSOs) in their tasks of providing water and agricultural extension services to rural population in drought affected Maharashtra.
It is one of the first organizations to operate as an association of NGOs, in the country. Presently 69 are the General body members (NGOs) whereas the Associate members (NGOs) are 125. The substantial numbers of AFARM member organizations are actively engaged in the field of Community based Watershed Development & Management, Agriculture Development, Irrigation Development & Management, Organic Agriculture, SHGs & Women Empowerment, Micro-Finance & Rural Entrepreneurship development & Livilihood Promotion of small & marginal farmers.
AFARM in collaboration with other organization or on its own efforts implemented the program and provided its experts services, which have resulted in long-term impact in Water & Agriculture Sector. The work of AFARM has resulted in evolving solutions, which have stood the test of time. It is one of the leading organizations in appropriate technology development, ground water management, water and soil testing, watershed development models, environment control through natural regeneration, capacity building of NGOs & CBOs & Networking between development agencies including government agencies. AFARM's Natural Resources Development activities are recognized as authentic, scientific and pragmatic. AFARM enjoys a leadership position in this repest. AFARM is one of the few NGOs in the Country to provide its services to NGOs & CBOs in such a comprehensive manner.
It has been providing support for various activities and programs for agricultural renewal in Maharashtra. Training and capacity building for the stakeholders remained as all time thrust area of AFARMs services. AFARM has contributed to the development & implementation of various participatory NRM projects supported by State & Central Govt as well as external agencies like World Bank, DFID, KFW, GTZ, UNICEF etc in Maharashtra.
AFARMs Institutional Knowledge, Statewide Network, Linkages & Collaborations with Govt. departments and available Training Infrastructure are the major contributory strengths.
AFARMs Thrust Areas are Networking, Natural Resource Maagement, Human Resource Development, Monitoring and Evaluation, Studies and Research, Publications.",,"AFARM has beenfelicitated by Government of India for Good Practices in RuralDevelopment in National Workshop & Exhibition on GoodPractices organised by Ministry of Rural Development, GoI, on23-24th September 2015 at Bhopal, so as to bring best of grass rootinitiatives to the mainstream debate & provide a platform fortheir practitioners to interact & share their learnings withAdarsh Grams to be identified by Hon. Members of Parliaments. 
Last Year Achievement
Livelihood Enhancement
Outreach of Livelihoods Enhancement Interventions‚Äì20517 Households
No of Water conservation structure constructed ‚Äì 110
Area covered under In-situ soil conservation works -2191 Ha
No. of person days of Wage Employment Generated ‚Äì 60,450
Number of Producers trained on sustainable agriculture ‚Äì 30,667
Increment in Area under Protective irrigation ‚Äì 998 Ha
Govt. Funds leveraged by capacitated CBOs for livelihoods enhancement : 388 Lakh
Amount of community contribution mobilised for livelihoods interventions : 54.62 lakh
Training and capacity Building
No ofstakeholders trained & capacitated: 36,656
No ofpeople‚Äôs organizationscapacitated& nurtured : 3209
Facilitated the process of Organisational Development of small NGOS ‚Äì 17
Built a cadre of Krushidoots for promotion of Organic/ LEISA farming ‚Äì 79
Networking and Advocacy
No of Institutional members : 88
No of Associate Organizations : 293
No of Project Partner Organizations : 70
No of members of Statelevel alliance of CSOsfor advocating issues of rainfed farming ‚Äì 88 
Consultancy Services
No of Integrated Watershed Management project covered under MELD ‚Äì 132
No of Research and Documentation Assignmentscompleted ‚Äì17",,,
13ca3f19-9bde-3657-ba15-9dc31643cd4e,,,,2004,"TARGET GROUP:
Socially, economically and politically marginalized people with special focuses on Women, dalit, schedule tribe, minorities and depressed backward classes.
Young People, children (emphasis on out of school, child labor, disable children/ people and victim of any type of sexual abuse) distressed women and old age.
Small and marginalized farmers, agriculture laborers, bonded labor, tenant and migrant population.",,"(a)Protect a poor mother and her new born baby by sponsoring their post natal care for three months
(b)Facilitate a poor girl cover long distance to her school by donating a bicycle
(c)Support a helpless old person by providing rations and clothes",,,
335fbc64-c67b-333e-82d1-9434c6bea901,,,,2014,"AECWF is a non- profit based in Delhi that works on increasing livelihood opportunities for underprivileged girls and women living in slums. It does this by providing access to resources and direct capacity building services that enhance skills and knowledge of the women, as well as provide support in getting decent, secure jobs. It works with families and communities with a view to improving status of women and girls and the shifting of gender norms.The organization also has plans on working in the areas of documentation for scaling best practices as well as strengthening policies to ensure that they are gender sensitive.",,,,,
4036ce16-8b03-3359-a9b9-7985e69c4584,,,,2000,"We are focusing on direct action on the ground to protecting endangered species and their habitats, restoring and conserving degraded mangroves forests, strengthening and helping vulnerable communities become more resilient to the impacts of natural disasters and climate change.",,,,,
a2cf0095-eaf8-309c-b5f6-701003de6e37,,,,1989,ADD India promotes self-help and inclusion of persons with disabilities within the family and community and advocates for their rights and entitlements. It works with groups of persons with disabilities and their federations in the rural areas with community based rehabilitation approach.,,"2016-17 & ongoing
* In rural Karnataka and Tamil Nadu, we have reached out to 450 children with disabilities by organising regular physiotherapy clinics and home visits; 182 children with severe disability in these villages in the age group of 1 to 6 years to learn Activities of Daily Living (ADL). Three camps organized for 200 children to create awareness about disability and think of ways of including children with disabilities as one of them. Children also discussed issues faced in the villages and took them up with local authorities ensuring action. 
* 50 women with disabilities were brought together, encouraged to be part of other women‚Äôs groups and lead the initiative to build toilets through government schemes.
* Disabled Peoples Organisations were trained on leadership skills and in Community Based Rehabilitation work.They have taken initiative to organize eye camps in collaboration with Aravind Eye Hospital; partnering with Government departments in awareness campaigns and ensuring benefits of Government schemes reach the people in their area.
* from August 2017 we have added two skill training programmes in Tamilnadu and Karnakata for 50 women with disabilities
*",,,
72809c77-913c-3c6f-beed-8227f897df2f,,,,1997,"ARTH‚Äôs mission is to help communities access and manage health care according to their needs and capacity, by using research and training initiatives.
ARTH strives to achieve this through its three main programs (Neonatal and Child Health; Reproductive Health; Health Systems and Policy) as well as numerous smaller projects. ARTH has also published numerous publications to showcase its research.
ARTH provides asssitance to National Health Mission (NHM) for better implementation of health programs meant for disadvantaged.",,,,,
bf495fa6-df0a-39c0-8ed2-16154d054ee1,,,,1978,"Adarsh Seva Samiti (ADARSH) is a non-profit development organization registered in 1978 that focuses on pro poor policy advocacy through research, implementation projects and development of information systems. It has wide-ranging experience in engaging with urban poor and rural communities, especially women and young people, with a view to improve their access to basic infrastructure services of education, health care, water supply and sanitation, livelihoods and social welfare. Adarsh Seva Samiti follows an inclusive and participatory approach to community development. For the last 41 years ASS has been working in the urban slums of Delhi and has also made inroads into rural development in the 7 states of India.",,,,,
a2675646-fdbc-3141-b9e3-e14ae73f8f05,,,,1992,"Our organisation is working in the Field of health, Education, and rural Development for tribal people . organisation also running a resydential school for the poor and tribal",,"established a high school for poor tribaland established hostel for girls and boys for poor and tribal.
formed women micro-credit cooperative society, runningfor the women and by the women.",,,
a7cefeff-2b36-3083-8b97-fa22f2c19784,,,,2017,"Agam Foundation is located in Coimbatore, Tamil Nadu.",,,,,
1e99c0bb-3590-3576-9a3e-560b25d961d0,,,,1999,We are working for the empowerment & welfare of older persons by reaching out to larger audience of older persons and act as a catalyst of change in bridging the gap between generations and ensuring respectful and carefree life for them.,,"Extended a helping hand to over 4.5 million older persons across the country through Agewell volunteers spread across the country.
Distributed 2500+ Wheelchairs,2100+ Walkers, 550000+ Adult Diapers, 5200+ Food Packets, 3500+ walking sticks to destitute elderly across Delhi/NCR under Free Healthcare Equipment Distribution Camps
Organised 36 symposiums under Series of Symposiums for advocating need & rights of older persons and conducted 30 national level survey on issues concerning old people",,,
55a26fee-675c-35c2-9bcd-c0fdbb63e7fa,,,,1995,"ASS is a NGO established in1995. It is managed by a 9 member executive committee comprising all women members. We are registered under the society Registration Act and FCR Act. Since inception, ASS is working for the upliftment of poor women, children, adolescent boys and girls and other needy and deprived sections of the society helping them to lead progressive lives. ASS is supported by different national and international donor agencies and presently implementing programs on education, health, vocational training, running of crv®che centers, organization of workshop/camps/seminars and cloths for work program. So far, we have directly or indirectly served 15,000 populations.",,,,,
8be27eac-4418-3e94-85a8-fbb3e6f8b8e3,,,,2013,"Akar is an slum based NGO who works mainly with Women and youth.
Akar works in health, education and micro fiance. Akar gives non financial training to the slum women so they can run their small business happly.",,,,,
c031ca84-7a24-321e-a235-e2a185c27ec8,,,,2005,"Akash Memorial Charitable Trust was established on 24 September 2005 in the memory of Akash Saxena, an outstanding human human being and a student of computer engineering from NIT, Jalandhar, whose life was cut short by an unfortunate accident at an early age of twenty years. The main objective of the Trust to impart basic computer training to underprivilegedchildren, senior citizens and house wives. We have two centers i.e. Virjanand Akash Computer Kendra, Arya Samaj, Sector-29, Noida and Akash Computer Kendra, JVCC, Sector-21, Noida. So far, more than 4000 underprivileged students have been trained and many of them have even been employed in various reputable companies. The Trust also instituted trophy with monetary remuneration in Air",,,,,
00c0b648-1068-355a-b099-0c254416d08c,,,,2006,"Operation Shanti believes: Everyone should have the opportunity to live to their potential.
Every day we provide essential human services--food, shelter, educational and medical assistance--because only after their basic needs are met can the destitute begin to help themselves.
Our Work: We focus our efforts in three projects areas: Home, Street, and Food. Today we are working in Mysore, India.",,Former girl from the street is studying in PUC1 English Medium - Science curriculum! Three HIV+ women who could not get medical care received appropriate medical care through our help. Other children in our home are doing very well in private schools.,,,
17383025-2823-3b6b-97e0-be51ea4f91bc,,,,2013,"Akshar Foundation is an education non-profit based in India. Our mission is to develop schools that combine conventional education with vocational training and community development. We have developed innovative education methods in our 100 student model school in Assam, and we are replicating these methods in an underperforming government school in New Delhi (currently 100 students). Our primary innovation is Meta-teaching, whereby older students are trained and employed as teachers for younger students. In addition to being teachers, our students work in gardening, recycling, carpentry, construction, and landscaping, to improve their own communities.",,,,,
