ngoId,fiscalYear,totalIncome,totalGrant,totalExpense,totalAssets,totalLiabilities,totalFundingGap,sourceOfFunds,majorFunders,ngoBudgetAllocation,ngoBudgetUtilization,auditReport,avgMonthlyExpenditure,avgMonthlyOverhead,longTermLoan,fulltimeEmployees,parttimeEmployees,employmentExpenses,fulltimeVolunteers,parttimeVolunteers,volunteerExpenses,consultants,consultantExpenses,occupancyExpenses,fundraisingExpenses
ff2238c9-ae5e-304b-b008-38e8866f81f6,,310118,₹0,373964,0,0,0,,"Help Your NGO, Asha for Angels","₹1,345,600",,,202083,,,2,13,,7,,,1.0,,,
606f6900-d5eb-3eb8-b24f-21e4bc6f0a24,,1393535,,1428041,451350,0,100000,,,,,,1500000,,,12,2,,248,,,4.0,,,
88f93f68-c8ea-3a13-a309-c95638f8270e,,0,₹0,0,0,0,0,,unknown,₹0,,,1223000,,,5,,,,,,,,,
ccfeb44d-06e4-314f-b4bd-629ebc448b47,,0 0,₹0,0 0,0 0,0 0,0 0,,Indian Institute of Corporate Affairs,₹0,,,1223000 1223000,,,12,,,,,,,,,
1971d6fa-9f85-3d6b-9c9e-a06df84b918c,,0,₹0,0,0,0,0,Domestic Companies,credible alliance,"₹5,800,000",,,2731000,,,5,8,,4,,,4.0,,,
90ef6873-6eea-3814-b389-73e1c1703021,,0,₹0,0,4500000,0,0,,credible alliance,"₹1,250,000",,,2731000,,,8,5,,9,,,4.0,,,
ff57508c-25a0-380c-8b47-74c1905b03e4,,0,,0,0,0,0,,,,,,1065000,,,4,12,,12,,,6.0,,,
e21077d2-1368-3aaa-a6a3-4cc9a6e3aa02,,0,,0,0,0,0,,,,,,110000,,,6,4,,12,,,8.0,,,
5cb7b5f6-2819-3186-8a10-8f3424aae1d1,,0 0 0,₹0,0 0 0,0 4500000 4500000,0 0 0,0 0 0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",credibility alliance,"₹12,500,000",,,12500000 1065000 1065000,,,12,3,,9,,,5.0,,,
136404f0-cc8f-380a-94b6-6a325bab0a24,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
7b75eae0-18b3-3f37-8a7c-9619fa4c6d61,,0,₹0,0,0,0,0,Other Domestic NGOs,Help Your NGO Foundation,"₹480,000",,,480000,,,0,,,,,,,,,
c2c039ba-5687-394c-92a8-63c47798e6b7,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs",,"₹68,000,000",,,68000000,,,45,,,,,,,,,
e491bde6-cbbd-3824-a99a-64617882c8e9,,0,₹0,0,0,0,0,,credible alliance,"₹1,250,000",,,1223000,,,12,,,,,,,,,
8e432a93-2ac8-3947-93d4-3b69c42486c1,,0,,0,0,0,0,,,,,,1065000,,,7,4,,9,,,5.0,,,
add6c685-2a6f-3400-a583-4f940ff26a0c,,0,₹0,0,0,0,0,,"Nabard, IGNOU, Life Insurance Company, Bank of Baroda","₹1,097,000",,,1223000,,,8,4,,,,,3.0,,,
3385486e-f865-30f6-91fa-f21438dd40ea,,0 0,₹0,0 0,0 0,0 0,0 0,,credible alliance,"₹1,825,000",,,273100 273100,,,20,10,,12,,,6.0,,,
aaa77d7d-72d6-3fce-96fb-a12420e490cc,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
c2d71e9a-1474-38df-acdf-995cef900048,,0,₹0,0,0,0,0,,credible alliance,"₹30,700,000",,,3300000,,,10,,,,,,,,,
7538980f-5050-3e0e-937a-9578cda267a5,,0,,0,0,0,0,,,,,,110000,,,4,2,,12,,,1.0,,,
0f3f7f70-59ae-37cf-8acf-1e48ef904ddc,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs, Other Foreign NGOs",Indian Institute of Corporate Affairs,"₹4,000,000",,,4000000,,,12,,,,,,,,,
712fc7f2-6f51-3904-ac96-bfbbc42996a8,,0,₹0,0,0,0,0,,credible alliance,₹0,,,1223000,,,12,,,,,,,,,
77bb4f38-034b-3d76-9be9-f38a8750b352,,0,₹0,0,0,0,0,,credible alliance,"₹1,097,000",,,370000,,,20,8,,,,,5.0,,,
5c0e1b55-7d2d-3f94-a4fa-a19e56591569,,0,₹0,0,0,0,0,,PaulFoundation,"₹5,688,350",,,4031958,,,12,,,,,,,,,
8788a48c-eb05-3f7e-b063-db22d4ea6f52,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs",credible alliance,"₹1,097,000",,,1065000,,,18,7,,8,,,5.0,,,
4c672186-6e64-34ba-b31c-fed128641931,,0,₹0 ₹0,0,0,0,0,"Government Bodies, Other Foreign NGOs Government Bodies, Other Foreign NGOs","NABARD, AWO INTERNATIONAL, MAVIM NABARD, AWO INTERNATIONAL, MAVIM","₹2,500,000 ₹2,500,000",,,27310000,,,40,10,,8,,,5.0,,,
2b6e33a3-0d0f-3f53-a010-cd2699f7c56b,,0,₹0,0,0,0,0,,credible alliance,"₹120,000",,,330000,,,34,14,,12,,,9.0,,,
4e8cd23d-2ace-3270-8484-975ae66bb81e,,0,₹0,0,0,0,0,,Majesco Ltd,"₹750,000",,,273100,,,5,3,,,,,2.0,,,
0d6f3443-7d0d-3d9f-a212-9d2abe2a2bd2,,0 0,₹0,0 0,0 0,0 0,0 0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000 330000,,,10,8,,30,,,6.0,,,
18c5b6f7-c6b5-3841-bbcf-a12b95ffcf7c,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",aga khan foundation,"₹1,250,000",,,1223000,,,12,,,,,,,,,
8b92cae4-0aff-36b8-979e-53d695272755,,0 0,₹0,0 0,0 0,0 0,0 0,"Government Bodies, Other Domestic NGOs, Other Foreign NGOs, Resident Individuals",credible alliance,"₹750,000",,,4031958 4500000,,,8,12,,10,,,4.0,,,
426ace19-2205-3d25-8130-1e0cb9d27de0,,0,₹0 ₹0,0,0,0,0,"N/A Government Bodies, Other Domestic NGOs, Other Foreign NGOs","Sitaram Jindal Foundation, The Hans Foundation Hans Foundation, Sitaram Jindal Foundation","₹1,211,000 ₹1,097,000",,,122100,,,12,,,,,,,,,
8aab0e57-92f1-3a45-9e81-beb9cb58e419,,0 0,₹0,0 0,0 0,0 0,0 0,,unknown,₹0,,,1223000 1200000,,,12,16,,20,,,14.0,,,
9be49eea-ef6b-336f-9845-d49ae5f3ee78,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
d1b078c3-f211-3a1e-9dcc-2bd9bf05615d,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs, Other Foreign NGOs",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
3ad81d6e-5288-3515-b8b1-aa2ddb98a554,,0,₹0,0,0,0,0,,credible alliance,"₹21,123,500",,,1065000,,,12,,,,,,,,,
da902de8-fbd0-3859-a5ba-531369c7dc38,,0,₹0,0,0,0,0,,"Cadgill, VSO, TechMahindra, Avantha Foundation","₹1,250,000",,,1100209,,,4,,,,,,,,,
1c9b15fc-5c25-3076-9597-e6cb21894ff4,,0,,0,0,0,0,,,,,,330000,,,8,,,,,,,,,
a2afc6cf-9936-352b-8e5c-dada2a28a321,,0,,0,0,0,0,,,,,,560000,,,6,4,,12,,,5.0,,,
ab32ea1e-7545-3daa-a857-737e98755143,,0,₹0 ₹0,0,0,0,0,Other Domestic NGOs N/A,HelpYourNGO Foundation Help Your NGO foundation,"₹18,000,000 ₹18,000,000",,,18000000,,,24,,,,,,,,,
7f01981c-f30d-39dc-a82d-f617a0d2e574,,0,₹0,0,0,0,0,Other Domestic NGOs,HelpYourNGO Foundation,"₹952,000",,,952000,,,50,,,,,,,,,
78b0264b-7e78-3a03-a5ef-e5262dfbe89f,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,211,000",,,215670000,,,12,,,,,,,,,
900eb7ec-4376-322c-b8d1-a79a2a080072,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs",Unknown,"₹1,000,000",,,370000,,,7,12,,8,,,5.0,,,
d9aa7a82-6f61-3460-95e8-059ca71742c0,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹170,000",,,1000000,,,12,,,125,,,,,,
10d38c15-a510-30d4-994c-d779b1b5d38b,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs",credible alliance,"₹1,097,000",,,650000,,,8,3,,8,,,2.0,,,
b73a3fef-2c09-3617-9aca-0397a3c49f6a,,0,₹0,0,0,0,0,,Help Your NGO foundation,"₹16,800,000",,,1200000,,,12,,,,,,,,,
253df207-c9e0-3ea9-8ac9-a543de4e234a,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
c2ff133d-5f47-3ac8-96ba-2a356bcbb234,,0 0,₹0,0 0,0 0,0 0,0 0,,Indian Institute of Corporate Affairs,"₹16,800,000",,,1100000 2000750,,,12,,,,,,,,,
ba935b84-b3ee-3459-8004-2515add96a5f,,0,₹0,0,0,0,0,,unknown,"₹25,000,000",,,1223000,,,25,15,,14,,,12.0,,,
a593159d-45bd-3835-b6ce-55def8c4ee60,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs",unknown,"₹950,000",,,1050000,,,18,8,,9,,,12.0,,,
e0d8d29a-dbf7-307c-968f-9c8e36950b9d,,0,,0,0,0,0,,,,,,560000,,,4,6,,4,,,1.0,,,
d45e78f0-8a93-3d02-a8c8-dc3412d66e00,,0,₹0,0,0,0,0,,Unknown,"₹1,800,000",,,1400000,,,22,12,,18,,,8.0,,,
608f2b9b-d6e7-3a7e-a0db-2e6cc851768e,,0 0,₹0,0 0,0 0,0 0,0 0,,"Escorts Heart Institute and Research Centre, World Bank","₹10,970,000",,,1065000 20052060,,,12,,,,,,,,,
4723f7ba-5a03-3849-ba33-fad9863a0b35,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",credible alliance,"₹170,000",,,170000,,,18,,,,,,,,,
dd29d63e-3ae4-35bf-b376-5402f44a9b52,,0,₹0,0,0,0,0,,unknown,"₹350,000",,,650000,,,8,6,,4,,,1.0,,,
17a13c67-d833-3159-ac8f-cbbf03b9497e,,0,₹0,0,0,0,0,,credible alliance,"₹960,000",,,450000,,,12,4,,3,,,4.0,,,
fda39ad9-4220-382b-80a9-43517871f6d5,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs, Other Foreign NGOs",unknown,"₹1,200,000",,,1200000,,,20,12,,,,,12.0,,,
37fe7f97-5703-38dc-b6ae-87cbb5724d69,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs, Other Foreign NGOs",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
efddcf37-d3d0-3f1f-a32a-466e91f1048a,,0 0 4500000,₹0,0 0 5600000,0 0 0,0 0 0,0 0 0,,Impact Foundation India,"₹6,667,070",,,6667068 6667068 1065000,,,38,,,,,,,,,
62923b5c-6424-38c4-af9f-c67d97552235,,0 0,₹0 ₹0,0 0,0 0,0 0,0 0,Other Domestic NGOs N/A,credible alliance credible alliance,"₹4,031,960 ₹10,970,000",,,4031958 10650000,,,34,,,,,,,,,
0f41de7e-7cc3-375c-880f-0bdb3881b72f,,0 0,₹0,0 0,0 0,0 0,0 0,"Government Bodies, Other Domestic NGOs, Other Foreign NGOs, Foreign Companies",Indian Institute of Corporate Affairs,"₹16,400,000",,,16400000 6667068,,,300,,,,,,,,,
6b70632d-1629-37ab-b3e1-1ba7b8bb1d4f,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Indian Institute of Corporate Affairs,"₹1,875,460",,,1065000,,,15,,,,,,,,,
f22afb69-ec02-3afc-b197-e73b2b721dfd,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Indian Institute of Corporate Affairs,"₹30,700,000",,,1100000,,,12,,,,,,,,,
1994ca59-d5ff-3232-a2a3-cbbe56de2d4c,,0,₹0,0,0,0,0,,unknown,₹0,,,675000,,,12,16,,9,,,5.0,,,
bb3b084c-5452-3b9a-b985-40df9ed78c21,,0,₹0,0,0,0,0,,"Pizer , Tilda, CBM, Jeevan Mantra,ICAR","₹1,250,000",,,1065000,,,12,,,,,,,,,
bb359a53-805c-38b8-9118-92d9e910ec2a,,0,₹0,0,0,0,0,,Impact Foundation India,"₹27,900,000",,,27900000,,,52,,,,,,,,,
8521b3d4-1faf-34c2-8ba4-4b85b677b85b,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
fe083a3d-dd2d-30a9-ad7f-1abb6a83b7fe,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
e6239098-6fb7-322a-b1e1-5451989d2244,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
5a5e18e5-1873-31f7-9084-f2a694d76f36,,0,₹0,0,0,0,0,,credible alliance,"₹1,250,000",,,1223000,,,5,,,,,,,,,
09ccc3c9-ffa3-3734-9bd9-f1f071470bc0,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
6edf76b3-4e7e-32bc-8710-3cb0f0eb4a59,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs, Other Foreign NGOs",credible alliance,"₹3,300,000",,,3300000,,,12,,,,,,,,,
2e985d38-1255-31a1-8759-1517513f374f,,0,,0,0,0,0,,,,,,1800000,,,20,18,,12,,,8.0,,,
625ba810-cdee-382a-be8a-0e9a10565e25,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
a8f512cf-ca72-3542-b4ee-242af59bd8fe,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Foreign Companies",Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,5,,,,,,,,,
eba0187c-1e83-3356-8604-ac39d970a190,,0 0,₹0 ₹0,0 0,0 0,0 0,0 0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies N/A","Aga Khan Foundation  Elsie Spykman Foundation REACH India Asha for Education, Sir Dorabji Tata Trust, ,   Narotam Sekhsaria Foundation","₹18,640,200 ₹70",,,18640225 18640225,,,75,,,,,,,,,
7a254564-123f-3c53-8ea7-b66afea2113a,,0,₹0,0,0,0,0,,credible alliance,"₹750,000",,,2400000,,,12,14,,,,,8.0,,,
7dcfa960-affa-396a-b09f-273bb48736ce,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
a16901c8-ea09-3d3c-97ad-73890cb2414b,,0,,0,0,0,0,,,,,,1250000,,,12,14,,6,,,12.0,,,
d2b4b6da-8e87-3c66-9917-a3e16c8346d1,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs, Other Foreign NGOs",credible alliance,₹0,,,1250000,,,10,3,,2,,,5.0,,,
cf0ebf04-12b6-3fc4-8e05-10506d175061,,0,₹0,0,0,0,0,,Unkown,"₹1,250,000",,,1223000,,,12,,,,,,,,,
aa6afe80-0e98-353a-969e-145588134f05,,0 0 0,₹0,0 0 0,0 0 0,0 0 0,0 0 0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000 1223000 1500000,,,30,15,,25,,,10.0,,,
c7a67df0-610d-3054-b3e8-de03ad1acbed,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs, Foreign Companies",credible alliance,"₹500,000",,,450000,,,8,12,,4,,,5.0,,,
c8d5ecc8-65e4-3de7-96ee-207815cc4d2f,,0,₹0,0,0,0,0,,credible alliance,"₹550,000",,,3500000,,,30,15,,10,,,5.0,,,
c68879c6-a35e-3fc2-81cd-277d67ba4b7b,,0,₹0,0,0,0,0,,credible alliance,"₹5,688,830",,,4031958,,,8,,,,,,,,,
d3b91f1f-68fd-365e-90c2-7083d2a603e7,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs, Foreign Companies",credible alliance,"₹1,200,000",,,2000000,,,22,10,,18,,,5.0,,,
39bec66f-448e-3dd3-b09a-d2ca2fcbda7a,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",credible alliance,"₹575,000",,,575000,,,12,,,,,,,,,
e454a06e-6914-3cbe-8e7a-e62f8a7d13d6,,0,₹0,0,0,0,0,Other Domestic NGOs,aga khan foundation,"₹1,250,000",,,1223000,,,12,,,,,,,,,
d343f16e-140f-37ed-8823-0e5683393bb0,,0,₹0,0,0,0,0,,,"₹170,000",,,2000750,,,12,,,,,,,,,
66291e02-85d0-30c4-9f7e-4f281feeabe4,,0 7173740,₹0 ₹0,0 6981329,0 0,0 0,0 0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies Other Foreign NGOs","Creditability Alliance Give India, Triad Software Pvt. Ltd. India, United Way of Chennai,NTT Data GDS Pvt., Letz Dream Foundation,","₹5,000,000 ₹50,000,000",,,5000000 7173740,,,18,,,,,,,,,
aab11748-6ddb-3032-ba05-4895cf5bdb89,,0,₹0,0,0,0,0,,credible alliance,"₹1,250,000",,,1065000,,,10,,,,,,,,,
79a98e8c-9451-3b72-86de-b39035626ab0,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
ce05e353-6c3c-3a93-a155-06dac8ce9428,,0,₹0,0,0,0,0,"Government Bodies, Other Domestic NGOs, Other Foreign NGOs",credible alliance,"₹600,000",,,600000,,,12,,,,,,,,,
127916b0-01bc-3cbf-86f3-8862235cbaff,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,2000750,,,12,,,,,,,,,
20d53bd5-9d16-37c7-a11b-0f3a25ad5229,,0,₹0,0,0,0,0,,"Oak Foundation, Google, Ministry of foreign affairs of netherlands","₹143,850,000",,,1223000,,,62,,,25,,,,,,
7829d065-7766-36d9-ae6a-8b99976bffaa,,0,,0,0,0,0,,,,,,1600000,,,18,6,,2,,,5.0,,,
d5d4f344-0df0-3f99-9a45-9f148ec9ed91,,0 0 0,₹0 ₹0,0 0 0,0 0 0,0 0 0,0 0 0,Other Domestic NGOs Other Foreign NGOs,"N/A End of Life Care International, Jiv Daya Foundation, Pfizer Limited,Tom & Sheila Springer Charity","₹1,250,000 ₹75",,,1223000 1065000 1065000,,,73,,,62,,,,,,
2ab205e4-6a22-386c-b958-28b0334ea802,,0,,0,0,0,0,,,,,,540000,,,16,,,,,,,,,
6d7cd537-2524-3c6f-9be8-208c61e0260c,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
f64b79f1-a4a9-3cea-8ed5-10f19eb8d9c8,,0,₹0,0,0,0,0,"Government Bodies, Other Foreign NGOs, Domestic Companies",DANINDA  SOULACE,"₹8,000,000",,,8000000,,,115,,,,,,,,,
ee889405-1e13-3745-aab8-00f859e82551,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
ca0b8e55-40cd-368b-892c-63da218f955e,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
bdd95bac-6354-3527-b0d1-8a83e33e956a,,0,₹0,0,0,0,0,,Tata Trust,"₹16,800,000",,,11000209,,,15,,,,,,,,,
edd1f48a-467c-319c-a119-f2ae0bc04ec8,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",credible alliance,"₹3,300,000",,,3300000,,,15,,,,,,,,,
0c84a25b-81cb-3947-8adc-fe02a4474a79,,0,₹0,0,0,0,0,,"Indian Institute of Corporate Affairs, ICAR,KVK,","₹10,970,000",,,11000209,,,12,,,,,,,,,
3c57feb7-fe8f-3fb7-a24d-adbbdc4377bf,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
c854b8cc-6b02-3835-b983-14e1b6d9bd5c,,34348244,₹0 ₹0,16477747,6,1,0,"N/A Other Domestic NGOs, Other Foreign NGOs","Indian Institute of Corporate Affairs Poorest Areas Civil Society (PACS), Save the Children & Oxfam India","₹1,250,000 ₹1,250,000",,,4689234,,,12,,,,,,,,,
0e0a380e-e265-37d9-b34e-a87819b6e2ac,,0,₹0,0,0,0,0,,credible alliance,"₹5,688,830",,,3070000,,,4,,,,,,,,,
e7b1620a-0a4e-3ef6-9459-a171715536a6,,0,,0,0,0,0,,,,,,1600000,,,12,14,,4,,,4.0,,,
bacce619-9366-3b18-a022-723660ab59f2,,0 0,₹0,0 0,0 0,0 0,0 0,,credible alliance,"₹24,309,100",,,1065000 3650000,,,22,14,,"2,000",,,10.0,,,
dbacf616-559d-33d0-9419-962d86821aa3,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
a3eaf615-2e86-3aaf-844c-5de85bd8012e,,0,₹0,0,0,0,0,,Credible Alliance,"₹560,000",,,1250000,,,8,6,,4,,,4.0,,,
96799a60-a8ab-3b89-b260-ba7393a646f2,,0,₹0,0,0,0,0,,credible alliance,"₹1,250,000",,,1223000,,,12,,,,,,,,,
bec244cb-7fa1-302e-95cb-f70f234f61c8,,0,₹0,0,0,0,0,,impact ngo,"₹12,000,000",,,12000000,,,15,,,,,,,,,
35263419-b9b0-3639-8c5b-49f5a4354565,,0,,0,0,0,0,,,,,,2450000,,,12,6,,10,,,4.0,,,
e94e5ad9-d933-3741-a8eb-436a8e2e281a,,0,₹0,0,0,0,0,,credible alliance,"₹1,211,000",,,122100,,,12,,,,,,,,,
80204573-695e-35cc-ab1a-9a9b16c25b02,,0,₹0,0,0,0,0,,Aga khan Foundation,"₹1,211,000",,,122100,,,12,,,,,,,,,
d2e735cf-1d01-3ccd-8be0-57eb9063b656,,0,₹0,0,0,0,0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Credible Alliance,"₹1,211,000",,,122100,,,12,,,,,,,,,
f1b58947-1edf-3d30-8ad1-de8f4dd51d75,,0 900000,₹0,0 1600000,0 0,0 0,0 0,Resident Individuals,HelpYourNGO Foundation,"₹219,528,000",,,219528000 2500000,,,22,16,,24,,,18.0,,,
c1c5aaf4-a9e5-34dd-9c13-7416390da592,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
90fcebaf-1466-3ad1-9025-88a2cc9f220c,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
0753bd1a-284f-36b3-8916-ec147af46132,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,097,000",,,11000209,,,79,,,,,,,,,
3e75abaa-94e1-3efa-b72f-045814582823,,0 0,₹0,0 0,0 0,0 0,0 0,,,"₹1,250,000",,,1065000 1065000,,,5,,,,,,,,,
a7b57e03-6dd8-39df-b4ea-0ae5a270252f,,0 0,₹0,0 0,0 0,0 0,0 0,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies","Help Your NGO foundation Southern Share, Blue Grass Community, The Food Connection UK.","₹1,414,980",,,1414980 1223000,,,14,,,,,,,,,
3bdff150-3dad-33cb-8a5b-e1f0cb0f5683,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
5cc3860c-59af-3077-8326-e91c91b0e02a,,0,₹0,0,0,0,0,,,"₹940,000",,,6667068,,,12,,,100,,,,,,
129bc0e8-5271-393c-ad5e-96f1b44976b9,,0 0,₹0,0 0,0 0,0 0,0 0,,Unknown,₹0,,,0 3400000,,,18,10,,12,,,14.0,,,
adeb9b2d-d43c-3058-99c4-3bbf0f8e0357,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
d8a57cc2-3be9-3281-9f03-2abab0e789ef,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,097,000",,,11000209,,,12,,,,,,,,,
89a0a845-e3cc-3e85-a946-c65f9677eb9e,,0,₹0,0,0,0,0,"Other Foreign NGOs, Foreign Companies","Essar Foundation, Taj Group of Hotels, Tata","₹10,970,000",,,11000209,,,12,,,,,,,,,
43d38099-cc10-32d4-a311-cdc1ec00447b,,0,₹0,0,0,0,0,,Indian Institute of Corporate Affairs,"₹1,250,000",,,1223000,,,12,,,,,,,,,
ba84b1f8-3a55-3d4b-b560-b360bd0cfb5f,,0,,0,0,0,0,,,,,,27310000,,,12,,,,,,,,,
a35c2ffb-2190-3812-a7aa-0aa1ec8b7e14,,0,₹0,0,0,0,0,,unknown,₹0,,,0,,,6,2,,2,,,2.0,,,
