ngoId,ngoName,orgEmail,officePhone,primaryPoc,primaryPocPhone,secondaryPoc,secondaryPocPhone,mailingAddress,physicalAddress,fieldOffices,orgType,orgWebsite,websiteIsValid,facebook,twitter,iInstagram,youtube,whatsapp,otherSocials,scrapeSource,executiveDirector,technicalSupport,chairmanName,chairmanMobile,chairmanEmail,viceChairmanName,viceChairmanMobile,viceChairmanEmail,secretaryName,secretaryMobile,secretaryEmail,assistantSecretaryName,assistantSecretaryMobile,assistantSecretaryEmail
56d1bf86-854b-37a4-83a4-04619668206f,Salaam Bombay Foundation,shruti.sharma@salaambombay.org,+91 02261491934,,,,,"Nirmal Building, 1st Floor, Nariman Point Mumbai 400021 Maharashtra","Nirmal Building, 1st Floor, Nariman Point Mumbai 400021 Maharashtra",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
41164cd9-62ea-340a-aa37-440643f48670,Head Held High Foundation,deepti.natarajan@head-held-high.org,+9742947041,,,,,"Head Held High Foundation, No - 172, 1st Floor, 9th Cross, 5th Main Road, Indiranagar-560038 (Land Mark - Opposite Kairali Nikethan High School Main Entrance.)","Head Held High Foundation, No - 172, 1st Floor, 9th Cross, 5th Main Road, Indiranagar-560038 (Land Mark - Opposite Kairali Nikethan High School Main Entrance.)",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
57ce28f7-b757-3730-8b24-a22bfae55d73,Senior Citizens Bangalore,sastryva123@gmail.com,+91 08025280616,,,,,"#98/F7, Second Floor, Skylark Palazoo,  Old Airport Road,  Murugesh Palya,  Bangalore 560017 Karnataka","#98/F7, Second Floor, Skylark Palazoo,  Old Airport Road,  Murugesh Palya,  Bangalore 560017 Karnataka",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
3a264f07-6a17-3d11-8c6e-c71d8d00678f,Akhanda Seva For International Shanti (Operation Shanti),tracyk223@pm.me,+91 821 2598160,,,,,"#1525 Sharadanikethan Road,  Roopa Nagar, MK Halli Post Mysore 570026 Karnataka","#1525 Sharadanikethan Road,  Roopa Nagar, MK Halli Post Mysore 570026 Karnataka",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
e75bea70-e593-3f58-8b54-3c3aa319e1ea,Ashadeep Association,ashadeepassociation@gmail.com,+91 22 28353880,,,,,"B002, Shakti Apartments, Cardinal Gracias Road, Chakala, Andheri (E), Mumbai 400099 Maharashtra","B002, Shakti Apartments, Cardinal Gracias Road, Chakala, Andheri (E), Mumbai 400099 Maharashtra",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
2e1c7953-3bb9-3372-be3b-9c69d07177cf,Sgbs Trust,sivakumar.sri@unnatiblr.org,+91 80 25384642,,,,,"No. 1 (p), Temple Road,  Sadananda Nagar, NGEF East,  Bangalore 560038 Karnataka","No. 1 (p), Temple Road,  Sadananda Nagar, NGEF East,  Bangalore 560038 Karnataka",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
1ee69f72-7144-3640-afe6-3b16998c5d35,Bani Mandir,banimandir06@rediffmail.com,+91 94744 95425,,,,,"Village Khordanahala P.O. Sadhurhat, South 24 Parganas 743504","Village Khordanahala P.O. Sadhurhat, South 24 Parganas 743504",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
eaa52ae2-548b-3287-b8cb-b770edd76d86,Balajee Sewa Sansthan,awadh.kpal@gmail.com,+91 135 2641388,,,,,"127, Subhash Nagar,  Near Chandrabani Chowk,  Dehradun 248002 UttarakhandPhone : ","127, Subhash Nagar,  Near Chandrabani Chowk,  Dehradun 248002 UttarakhandPhone : ",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
eb4e71d5-259b-3c72-90b7-1e5c47843adb,Society For Child Development,sfcdaccounts@gmail.com,+91 89207 62148,,,,,"D-13 Kamla Nagar, New Delhi 100007 Delhi","D-13 Kamla Nagar, New Delhi 100007 Delhi",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
5cb6b90e-7da7-3090-8e8e-27758e97304d,Swasth Foundation,info@swasth.org,+91022667127,,,,,"439, Mastermind 1, Royal Palms Estate, Aarey Colony, Goregaon East, Mumbai, Maharashtra, India, Pin - 400065","439, Mastermind 1, Royal Palms Estate, Aarey Colony, Goregaon East, Mumbai, Maharashtra, India, Pin - 400065",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
08ad0f95-2353-3535-a99d-9fd736e8a5fd,Abhoy Mission,abhoymission@rediffmail.com,+91 381 2338607,,,,,"Ramanagar Road No. 1, P.O Ramanagar, Agartala 799002, Tripura","Ramanagar Road No. 1, P.O Ramanagar, Agartala 799002, Tripura",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
b49f5dea-d5e7-3845-b9c9-8caff716635a,Icare Eye Hospital & Post Graduate Institute,triptipal@icarehospital.org,+91 120 2477615,,,,," E-3A, Sector 26,  Gautam Budh Nagar  Noida 201301 Uttar Pradesh"," E-3A, Sector 26,  Gautam Budh Nagar  Noida 201301 Uttar Pradesh",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
32593f7c-298f-30ed-a771-159a7c7cdcaa,Tropical Research & Development Centre (Trdc),krupa.trdc@gmail.com,+91 80 23182748,,,,,"Ranibennur Taluk, Karnataka.No. 67, Ist Main, 3rd Cross, Nagarabhavi 14th Block, IInd Block, Bangalore 560072 Karnataka","Ranibennur Taluk, Karnataka.No. 67, Ist Main, 3rd Cross, Nagarabhavi 14th Block, IInd Block, Bangalore 560072 Karnataka",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
6d6232d5-a85f-3951-8a47-890658c7c04d,Peepul,shuvopriyo.roy@peepulindia.org,+919586708992,,,,,"A142, Neeti Bagh, Ground Floor, Opp Father Agnel School, New Delhi - 110049","A142, Neeti Bagh, Ground Floor, Opp Father Agnel School, New Delhi - 110049",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
3a18916c-72ce-309f-a9aa-ae71a925477b,Sankalptaru Foundation,simar@sankalptaru.org,+7728088854,,,,,"Dhoran Rd, Doon IT Park, Kishanpur, Dehradun, Uttarakhand 248001","Dhoran Rd, Doon IT Park, Kishanpur, Dehradun, Uttarakhand 248001",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
6d6448cc-b2ec-3558-8ec8-e27455323cbe,Bhumi,shilpa@bhumi.ngo,+91 91765 22821,,,,,"3/2, Karpaga Vinayagar Kovil Street, Alandur, Chennai, 600016","3/2, Karpaga Vinayagar Kovil Street, Alandur, Chennai, 600016",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
62f9e350-d138-3055-bbc8-caf498c34e28,Christel House India,pramod@christelhouseindia.org,+91 80659 79122,,,,,"Bellahalli Road, (Off Hennur Road), Kannur Post - Via Bagalur, Bangalore East 562149","Bellahalli Road, (Off Hennur Road), Kannur Post - Via Bagalur, Bangalore East 562149",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
bfd1a70e-1755-390b-9ccc-1c8ce7bb2281,Bhagini Nivedita Pratishthan Pune,vankel63@yahoo.com,+91 20 24459734,,,,,"Flat no 7 Bhupati Complex 985,  Sadashiv Peth  Pune 411030 Maharashtra","Flat no 7 Bhupati Complex 985,  Sadashiv Peth  Pune 411030 Maharashtra",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
c899ebbc-1038-37ec-9f59-8bb87f4b5a0a,Bhavada Devi Memorial Philanthropic Trust (Seneh),acbarua@gmail.com,+91 361 2410006,,,,,"Nizarapath, Narakasur, Kahilipara, Guwahati 781018","Nizarapath, Narakasur, Kahilipara, Guwahati 781018",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
0e3aab84-5c68-340c-8ff3-19cdd9b0c073,Etasha Society,Missing,Missing,,,,,Missing,Missing,,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
5f66d978-dbe8-37ce-855b-0ca80cfef1e8,Ummeed Child Development Centre,pervin.kotwal@ummeed.org,+91 02262488100,,,,,"Ground Floor, Mantri Pride 1-B, 1;62, N M Joshi Marg (Delisle Road)Subhash Nagar, Lower Parel, Mumbai 400011 Maharashtra","Ground Floor, Mantri Pride 1-B, 1;62, N M Joshi Marg (Delisle Road)Subhash Nagar, Lower Parel, Mumbai 400011 Maharashtra",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
eee3432d-f9c9-3521-8c7e-90105300e145,Catalysts For Social Action,lucy.mathews@csa.org.in,+91 79723 36746,,,,,"711 & 712, Bhaveshvar Arcade Annex,Nityanand Nagar,Opposite Shreyas Cinema,LBS Marg, Ghatkopar (W), Mumbai- 400086 ","711 & 712, Bhaveshvar Arcade Annex,Nityanand Nagar,Opposite Shreyas Cinema,LBS Marg, Ghatkopar (W), Mumbai- 400086 ",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
2445e283-ab81-3d91-84ec-7af9cb251242,Chaithanya Educational And Rural Development Society,cerdsindia@gmail.com,+91 8647 252333,,,,,"H.No: 3-68;1,  5th Lane, Pandaripuram,  Chilakaluripet, Guntur 522616  Andhra Pradesh","H.No: 3-68;1,  5th Lane, Pandaripuram,  Chilakaluripet, Guntur 522616  Andhra Pradesh",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
976b66ce-6c62-31c6-bd34-4ab2116376be,Sankara Eye Foundation India,bharath@sankaraeye.com,+91 99655 11181,,,,,"16A, Sankara Eye Hospital,  Sathy Road, Sivanandapuram,  Coimbatore 641035 Tamilnadu","16A, Sankara Eye Hospital,  Sathy Road, Sivanandapuram,  Coimbatore 641035 Tamilnadu",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
754388f6-af3b-3c29-ae5d-c42972077107,Christian Organisation For Social Service,madhavivepuri1977@gmail.com,+7000167192,,,,,"COSS 168 OPP. SHIVIR GARDEN, TILHARI, MANDLA ROAD, JABALPUR, MADHYA PRADESH","COSS 168 OPP. SHIVIR GARDEN, TILHARI, MANDLA ROAD, JABALPUR, MADHYA PRADESH",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
fe1104a4-0f89-3fbc-8805-fd1ab7449a58,Diya Foundation (Diya),diyafoundation@gmail.com,+91 80 25430040,,,,,"Chikkatayappa Reddy Layout,  Chelkere, Kalyan Nagar,  Bangalore 560043 Karnataka","Chikkatayappa Reddy Layout,  Chelkere, Kalyan Nagar,  Bangalore 560043 Karnataka",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
6df2aee5-8649-347e-8d37-8ca1a00ffac4,Don Bosco Navajeevan,amrajareddy@yahoo.com,+91 40 27532497,,,,,Secunderabad 500003 Telangana,Secunderabad 500003 Telangana,,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
79d52e50-6b2b-3329-a072-5bbd79c1f305,Shree Navchetan Andhjan Mandal,info@navchetan.org,+91 02832242367,,,,," Maahi Dairy, Madhapar, Bhuj, Gujarat"," Maahi Dairy, Madhapar, Bhuj, Gujarat",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
e67e465d-c390-31b5-a99e-6b854500bea5,"Dean Foundation, Hospice And Palliative Care Centre",deanfn@gmail.com,+91 04426602112,,,,,"Old No. 73;New No. 59, II Street,Aspiran Garden Colony, Kilpauk,Chennai 600010 Tamilnadu","Old No. 73;New No. 59, II Street,Aspiran Garden Colony, Kilpauk,Chennai 600010 Tamilnadu",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
d59e4619-b7c7-3a83-8eea-ac04e0e581f1,Deepalaya,jaswant@deepalaya.org,+91 01128525908,,,,,"46, Institutional Area,D - Block, Janak Puri,","46, Institutional Area,D - Block, Janak Puri,",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
658b117c-cbbf-3e35-95bd-d3dae79bca96,Gram Vikas Trust,trusteegvt@gmail.com,+91 2642 243845,,,,,"A-8, Ganesh Township,  Gate No.2, Beside Shravan School,  Link Road, Bharuch 392001 Gujarat","A-8, Ganesh Township,  Gate No.2, Beside Shravan School,  Link Road, Bharuch 392001 Gujarat",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
3c631033-6786-39a4-8d7f-071897a7cfd4,Action For Development Of Demos(Add),adddemos@gmail.com,91 612 2367665,,,,,"East Indira Nagar, Road No. 5, Kankarbagh, Patna 800020 Bihar","East Indira Nagar, Road No. 5, Kankarbagh, Patna 800020 Bihar",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
809e1a9f-307a-3e4e-87ec-15001b4f7bb2,Kailash Satyarthi Children S Foundation,dhawal@satyarthi.org, +91 8527415555,,,,,"L-6, Kalkaji, New Delhi 110019","L-6, Kalkaji, New Delhi 110019",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
0b95039e-2825-3080-98a8-90aa093b3dc6,India Vision Foundation,communication@indiavisionfoundation.org.in,+91 011 47100700,,,,,"56, Uday Park, New Delhi - 110049","56, Uday Park, New Delhi - 110049",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
3f0775ce-8b7e-3cc5-a094-63476fc642cc,Kidpower India,director@kidpower.org.in,+91 0891 252551,,,,,"206, Sri Varshini Enclave I,D.No: 6-20-20;5, East Point Colony, Visakhapatnam, 530017, Andhra Pradesh","206, Sri Varshini Enclave I,D.No: 6-20-20;5, East Point Colony, Visakhapatnam, 530017, Andhra Pradesh",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
e8b9bcc1-c23c-3b1a-9706-e0054cd89615,Apna Janakalyan,info@jankalyana.org,+91 8535 264140,,,,,"Shanti Nagar, R H Colony No.4  Sindhanur Taluk,  Raichur District 584143 ","Shanti Nagar, R H Colony No.4  Sindhanur Taluk,  Raichur District 584143 ",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
28e00313-ad08-398a-8159-bccbd544151d,"Apna Ghar Ashram, Bharatpur",veerpalsingh70@gmail.com,+91 94147 14470,,,,,"Bajhera, Achhnera Road Bharatpur 321001 Rajasthan","Bajhera, Achhnera Road Bharatpur 321001 Rajasthan",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
5f113ce2-0f21-31d6-881b-ea6c177826fd,Milaan Be The Change,tina@milaanfoundation.org,+91 522 4109672,,,,,"302, Ground floor, Huda plots, Sushant Lok-2,Gurgaon,Haryana - 122011","302, Ground floor, Huda plots, Sushant Lok-2,Gurgaon,Haryana - 122011",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
2a7f39ee-f5c6-3254-9b89-66f5117d844f,Ashadeep,sharma_chandana@rediffmail.com,+91 94355 59218,,,,,"Kanaklata Path, Lachitnagar,Guwahati 781007 Assam","Kanaklata Path, Lachitnagar,Guwahati 781007 Assam",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
964bfecb-d7b6-3e9b-ab8a-018e7cbaaa0b,Ashwini,jijielamana2012@gmail.com,+91 4262 261645,,,,,"Gudalur Adivasi Hospital,P.O. Box 20, Gudalur,Nilgiris 643212 Tamilnadu","Gudalur Adivasi Hospital,P.O. Box 20, Gudalur,Nilgiris 643212 Tamilnadu",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
424586cb-6f86-3128-b0fc-d5c62a4d71ca,"Sankara Eye Hospital, Pammal",info@kannoli.net,+91 44 2248 4799,,,,,"No. 1, Third Cross Street, Sri Sankara Nagar, Pammal, Chennai 600075 Tamilanadu","No. 1, Third Cross Street, Sri Sankara Nagar, Pammal, Chennai 600075 Tamilanadu",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
d9554a1d-4274-3459-b730-6dd03d0f1848,Assist,vianney@assist-india.org,+91 8647 253971,,,,,"G.T. Road,  Chilakaluripet,  Guntur 522616 Andhra Pradesh","G.T. Road,  Chilakaluripet,  Guntur 522616 Andhra Pradesh",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
3f613865-0f74-347d-aa08-2871927355e6,Sabuj Sangha,arunabha@sabujsangha.org,+91 33 24414357,,,,,"Rajdanga Main Road (East), Kolkata 700107 West Bengal","Rajdanga Main Road (East), Kolkata 700107 West Bengal",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
72feff8d-feb3-3f27-b197-976bd31f2875,Sos Childrens Villages Of India,deepika.arora@soscvindia.org,+91 01143239200,,,,,"Plot Number 4, Block C-1  Nelson Mandela Marg, Vasant Kunj  New Delhi 110 070 Delhi","Plot Number 4, Block C-1  Nelson Mandela Marg, Vasant Kunj  New Delhi 110 070 Delhi",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
fcb645ce-bd3f-3c40-8f7d-1ae064f3399d,Teach For India,radhi.mehta@teachforindia.org,+91 22 25185821,,,,,"Godrej One, 2nd Floor, Eastern Express Highway, Pirojshanagar, Vikhroli East, Mumbai 400079 Maharashtra","Godrej One, 2nd Floor, Eastern Express Highway, Pirojshanagar, Vikhroli East, Mumbai 400079 Maharashtra",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
ea75f361-a9ab-3c56-8bcb-6db7274f0b72,"Blind Peoples Association, India",bpaiceviad1@bsnl.in,+91 79 26306432,,,,,"Surdas Marg, Jagdish Patel Chowk,  Vastrapur, Ahmedabad 380015 Gujarat","Surdas Marg, Jagdish Patel Chowk,  Vastrapur, Ahmedabad 380015 Gujarat",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
60bdf283-acb3-3575-b217-6fc99dd354ed,Sarthak Prayas,harsharora@sarthakprayas.org,+91 11 25228108,,,,,"Plot No.16 (GF), Road No. 70, Punjabi Bagh West, New Delhi 110026 Delhi","Plot No.16 (GF), Road No. 70, Punjabi Bagh West, New Delhi 110026 Delhi",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
c67e17b5-c6db-3a40-a9f7-5669b9c6777f,Maria Seva Sangha,mariasevasangha@gmail.com,+91 80 25361481,,,,,"No.8, Palm Grove Cross Road, Victoria Layout, Austin Town, Bangalore - 560047. (Landmark - Next to Cat Air Travels Pvt Ltd)","No.8, Palm Grove Cross Road, Victoria Layout, Austin Town, Bangalore - 560047. (Landmark - Next to Cat Air Travels Pvt Ltd)",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
a53f2a5e-1680-3694-a238-f8b79e1591f2,Tomorrows Foundation,indranil@tomorrowsfoundation.org,+91 03324651520,,,,," 61/1 Pratapaditya Road,  Near HP Gas Office,  Kolkata 700026 West Bengal"," 61/1 Pratapaditya Road,  Near HP Gas Office,  Kolkata 700026 West Bengal",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
376ac554-b27d-3af4-9634-3363d365296c,Charutar Arogya Mandal,rakeshp@charutarhealth.org,+91 2692 228414,,,,,"Shree Krishna Hospital, Management Centre,  PR Department (2nd Floor),  Gokal Nagar, Karamsad,  Anand 388325 Gujarat","Shree Krishna Hospital, Management Centre,  PR Department (2nd Floor),  Gokal Nagar, Karamsad,  Anand 388325 Gujarat",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
5e7e9a49-9ddd-3a22-abaa-0413d4bcc1b9,Turnstone Global,biswas.anup@turnstoneglobal.org,+91 33 25460034,,,,,"Suite #F-1, Om Tower, 36C, B. T. Road, Kolkata 700002 West Bengal","Suite #F-1, Om Tower, 36C, B. T. Road, Kolkata 700002 West Bengal",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
9f35fcd2-87b6-3096-8006-8a22b039a6a1,Udaan India Foundation,sushree.uif@gmail.com,+91 99872 80883,,,,,"Shop no.5, Friends CHS, Ganesh Nagar, Panch kutir, Powai, Mumbai, Maharashtra - 400076","Shop no.5, Friends CHS, Ganesh Nagar, Panch kutir, Powai, Mumbai, Maharashtra - 400076",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
9b2fc83c-ecb5-3ef7-a9c0-dc9ee3a77480,Magic Bus India Foundation,rohit_s@magicbusindia.org,+919820176734,,,,,"3rd Floor, JK Textiles Building, Mehra Estate, Near Jaswanti Landmark, LBS Marg, Vikhroli West, Mumbai, Maharashtra - 400079","3rd Floor, JK Textiles Building, Mehra Estate, Near Jaswanti Landmark, LBS Marg, Vikhroli West, Mumbai, Maharashtra - 400079",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
92959f14-376a-3c61-9c63-4f110969df0b,Ashray Akruti,anuda@ashrayakruti.in,+91 040 40042250,,,,,"8-3-1027;A2, Lane Opp.Indian Bank,  Hyderabad 500073 Telangana","8-3-1027;A2, Lane Opp.Indian Bank,  Hyderabad 500073 Telangana",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
87b6a385-8337-331d-92f7-a242030b330c,Sai Kripa,agaur15aug@gmail.com,+91 120 2531521,,,,,"Z-133-134, Sector-12, Noida 201301 Uttar Pradesh","Z-133-134, Sector-12, Noida 201301 Uttar Pradesh",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
17464a81-1159-30ff-8af9-1d558c8f820f,Child Nurture And Relief Kashmir (Chinar Kashmir),khansumiya2001@gmail.com,+91 97070 48654,,,,,"Guru Lane,  Opposite Ply Emporium, Barzulla Srinagar 190005 Jammu & Kashmir","Guru Lane,  Opposite Ply Emporium, Barzulla Srinagar 190005 Jammu & Kashmir",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
11d9fdf0-d641-3dde-a575-d2e7aafd416e,Foundation For Excellence India Trust (Ffe India Trust),donorsupportindia@ffe.org,+91 89792 82552,,,,," 5th Main, Indiranagar 1st Stage, Bangalore 560038 Karnataka"," 5th Main, Indiranagar 1st Stage, Bangalore 560038 Karnataka",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
fdf923a4-d2ed-37da-bfd7-7324a7b28918,Make A Difference,mannat@makeadiff.in,+91 99003 99313,,,,,"16 C, 1st Main Road 14th Cross Bangalore 560102 Karnataka","16 C, 1st Main Road 14th Cross Bangalore 560102 Karnataka",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
ebe7086c-baa2-330e-a820-1e9963e867ae,Amar Seva Sangam,secretary.amar@amarseva.org,+91 4633 249170,,,,,"7-4-104B,  Tenkasi Road, Post Box No. 001,  Tirunelveli District,  Ayikudy 627852 Tamilnadu","7-4-104B,  Tenkasi Road, Post Box No. 001,  Tirunelveli District,  Ayikudy 627852 Tamilnadu",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
d2dd7df0-5a79-3543-90a6-4b0b16feee7b,Towards Future,supriya_royc@yahoo.com,+91 98316 30412,,,,,Kolkata 700055 West Bengal,Kolkata 700055 West Bengal,,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
058be9fb-d21c-38ff-882c-8d04b1698603,Adarsh Charitable Trust,guruaswin@yahoo.co.in,+91 48427 94099,,,,,"584-B, Puthiya Road,  Kureekkad, Ernakulam 682305 ","584-B, Puthiya Road,  Kureekkad, Ernakulam 682305 ",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
67289f16-570a-355e-b5be-acec5077a493,Vathsalya Charitable Trust,vathsalya1988@gmail.com,+91 80 41480194,,,,,"No. 717, 5th Cross, 1st Block,  HRBR Layout, Kalyan Nagar Bangalore 560043 Karnataka","No. 717, 5th Cross, 1st Block,  HRBR Layout, Kalyan Nagar Bangalore 560043 Karnataka",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
b3a0f9ff-825d-3644-bf92-da7ea25924d7,Niit Foundation,contact@niitfoundation.org, +11-41675000,,,,,"8, Balaji Estate, Kalkaji, New Delhi - 110019","8, Balaji Estate, Kalkaji, New Delhi - 110019",,,,,,,,,,,giveIndia,,,,,,,,,,,,,,
