ngoId,ngoName,orgEmail,officePhone,primaryPoc,primaryPocPhone,secondaryPoc,secondaryPocPhone,mailingAddress,physicalAddress,fieldOffices,orgType,orgWebsite,websiteIsValid,facebook,twitter,iInstagram,youtube,whatsapp,otherSocials,scrapeSource,executiveDirector,technicalSupport,chairmanName,chairmanMobile,chairmanEmail,viceChairmanName,viceChairmanMobile,viceChairmanEmail,secretaryName,secretaryMobile,secretaryEmail,assistantSecretaryName,assistantSecretaryMobile,assistantSecretaryEmail
2b5d01ac-c00b-3fc8-a19a-cb433d31a70e,Hemkunt Foundation,hemkuntfoundation13@gmail.com,None,,,,,Delhi NCR/Haryana,Delhi NCR/Haryana,,,,,,,,,,,investIndia,,,,,,,,,,,,,,
1e2179a3-89a0-3205-9db0-b2b9321ac340,Sakina Foundation,None,None,,,,,"Telangana, AP","Telangana, AP",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
963567a3-4270-3e5a-98ab-6b3640b1a6fc,Act Grants,core-pm@actgrants.in,None,,,,,"Mumbai, Bengaluru","Mumbai, Bengaluru",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
d1844e47-fff3-358b-8ce1-8eb52f6a4406,Feeding From Far,feedingfromfar@gmail.com,None,,,,,"Mumbai, Govandi","Mumbai, Govandi",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
60f54bb3-da19-363f-85fd-b58243645568,Tarai Environment Awareness Samiti (Teas),ngoteasblp@gmail.com,None,,,,,"Uttar Pradesh, Maharashtra","Uttar Pradesh, Maharashtra",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
e7657bc2-f67f-3040-a7ee-d19b429c1365,Khalsa Aid,foodbank@khalsaaid.org,None,,,,,"Delhi, Punjab, Chandigarh","Delhi, Punjab, Chandigarh",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
a8f202b2-7401-3a9a-b749-395816e28dce,Mcks Food,info@mcksfood.com,None,,,,,"Delhi, Jharkhand, Orissa","Delhi, Jharkhand, Orissa",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
b3a68eb6-ee9e-3512-8492-65b3b2cdc801,Making The Difference,help@mtdngo.org,None,,,,,"Mumbai, Varanasi & Mira Bhayander","Mumbai, Varanasi & Mira Bhayander",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
05d35889-9151-36f2-b767-768ff8e177ca,Khushiyaan Foundation,support@khushiyaanfoundation.org,None,,,,,"Delhi, Bengaluru, Hyderabad, Orissa","Delhi, Bengaluru, Hyderabad, Orissa",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
dbaebf7f-c1e5-317a-851d-1ea12cae2d28,Give India,ruchi@giveindia.org,None,,,,,"Delhi, Bengaluru, Mumbai, Patna","Delhi, Bengaluru, Mumbai, Patna",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
1ea82245-bf98-39f5-936e-9fe1f9d8d225,Help Now - Ambulance Services,None,None,,,,,"Mumbai, Delhi, Bengaluru, Pune","Mumbai, Delhi, Bengaluru, Pune",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
af4d10b7-7fbc-3c95-94ed-6a79375c9a28,Concern India,bangalore@concernindia.org // gaver.chatterjee@concernindia.org,None,,,,,"Mumbai, New Delhi, Bengaluru, Chennai, Kolkata, Hyderabad","Mumbai, New Delhi, Bengaluru, Chennai, Kolkata, Hyderabad",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
672a787c-face-36bb-a863-c29bc1789062,Kvn Foundation,None,None,,,,,"Bangalore, Chennai, Hyderabad, Mumbai, and Noida.","Bangalore, Chennai, Hyderabad, Mumbai, and Noida.",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
cda4e08f-e2bd-367d-9f91-b1a1c2b3050a,Milaap,feedback@milaap.org,None,,,,,"Delhi NCR, Hyderabad, Chennai, Bihar, Bengaluru","Delhi NCR, Hyderabad, Chennai, Bihar, Bengaluru",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
63bb4572-9416-394c-bd94-698f2db5ee43,Uttishtha Foundation,uttishthafoundation@gmail.com,None,,,,,"Sitapur, Delhi NCR, Lucknow, Villages across UP","Sitapur, Delhi NCR, Lucknow, Villages across UP",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
18446a5b-7146-3ffe-97c8-3bc6344716a7,Goonj Rahat Covid,None,None,,,,,"Bengaluru, Chennai, Delhi, Hyderabad, Kochi, Kolkata, Mumbai, Rishikesh","Bengaluru, Chennai, Delhi, Hyderabad, Kochi, Kolkata, Mumbai, Rishikesh",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
217af9df-b6f7-3696-b7cf-5c941e4b548a,Pint Network,admin@pintnetwork.com  ,None,,,,,"Mumbai, Delhi, TN, Gujarat, UP, WB, Rajasthan, Karnataka, Andhra Pradesh, Haryana, MP","Mumbai, Delhi, TN, Gujarat, UP, WB, Rajasthan, Karnataka, Andhra Pradesh, Haryana, MP",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
8a55c203-420b-3e3a-a27b-db006a7d6073,Uday Foundation,info@udayfoundation.org,None,,,,,"Delhi NCR, Jammu and Kashmir, Uttarakhand, Uttar Pradesh, Andhra Pradesh and Orissa","Delhi NCR, Jammu and Kashmir, Uttarakhand, Uttar Pradesh, Andhra Pradesh and Orissa",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
196ddffd-d8c3-34e7-b835-9951baa9b104,Plan India,planindia@planindia.org,None,,,,,"Siddharth Nagar (Uttar Pradesh), Haridwar (Uttarakhand), Hazaribagh, West Singhbhum, and Khunti (Jharkhand), Karauli (Rajasthan), and Muzaffarpur (Bihar).","Siddharth Nagar (Uttar Pradesh), Haridwar (Uttarakhand), Hazaribagh, West Singhbhum, and Khunti (Jharkhand), Karauli (Rajasthan), and Muzaffarpur (Bihar).",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
bc0681bc-9522-30a0-ba66-6ac024584ea3,Seeds (Sustainable Environment And Ecological Development Society),ssharma@seedsindia.org,None,,,,,"Delhi, Haryana, Uttarakhand, Bihar, West Bengal, Kerala, Karnataka, Maharashtra, Telangana, Punjab, Uttar Pradesh","Delhi, Haryana, Uttarakhand, Bihar, West Bengal, Kerala, Karnataka, Maharashtra, Telangana, Punjab, Uttar Pradesh",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
1790cdb1-7499-355a-b219-a67e45f71ed1,Akshaya Patra Foundation,infodesk@akshayapatra.org,None,,,,,"Andhra Pradesh, Assam, Chhattisgarh, Delhi, Gujarat, Karnataka, Orissa, Rajasthan, Maharashtra, Tamil Nadu, Telangana, Tripura, Uttar Pradesh","Andhra Pradesh, Assam, Chhattisgarh, Delhi, Gujarat, Karnataka, Orissa, Rajasthan, Maharashtra, Tamil Nadu, Telangana, Tripura, Uttar Pradesh",,,,,,,,,,,investIndia,,,,,,,,,,,,,,
96974ee2-9b23-3f88-98c3-3501ccc081b9,Paytm Foundation,None,None,,,,,PAN India,PAN India,,,,,,,,,,,investIndia,,,,,,,,,,,,,,
c5cb45f4-ee2a-3095-ab06-bda3e467d30a,Zomato Feeding India,None,None,,,,,PAN India,PAN India,,,,,,,,,,,investIndia,,,,,,,,,,,,,,
